Time,F-Scale,Location,County,State,Lat,Lon,Comments
1827,175,1 W FALL RIVER,GREENWOOD,KS,37.61,-96.05,(ICT)
1835,275,1 S HOWARD,ELK,KS,37.46,-96.26,HAIL SIZES RANGED FROM GOLFBALL TO BASEBALL. (ICT)
1857,175,YATES CENTER,WOODSON,KS,37.87,-95.74,(ICT)
1858,100,SEYMOUR,WAYNE,IA,40.68,-93.12,REPORTED BY TRAINED SPOTTER. (DMX)
1910,100,7 W FREDONIA,WILSON,KS,37.53,-95.95,(ICT)
1910,100,8 NW OTTAWA,FRANKLIN,KS,38.7,-95.37,(TOP)
1910,100,2 S CENTERVILLE,APPANOOSE,IA,40.7,-92.87,REPORTED BY OFF DUTY NWS EMPLOYEE. (DMX)
1915,175,NEODESHA,WILSON,KS,37.42,-95.68,(ICT)
1932,275,3 E ROSE,WOODSON,KS,37.8,-95.63,(ICT)
1934,100,4 N BALDWIN CITY,DOUGLAS,KS,38.83,-95.18,(TOP)
1935,100,6 NE COLONY,ANDERSON,KS,38.13,-95.29,NICKLE TO QUARTER HAIL. (TOP)
1935,175,2 NW DRAKESVILLE,DAVIS,IA,40.82,-92.51,REPORTED BY AMATUER RADIO OPERATOR. (DMX)
1939,88,2 E KANSAS CITY,WYANDOTTE,KS,39.08,-94.53,I-35 AND PARALLEL (EAX)
1940,300,6 SW CHANUTE,WILSON,KS,37.61,-95.54,(ICT)
1942,75,4 NE LINWOOD,LEAVENWORTH,KS,39.04,-94.98,(EAX)
1942,75,4 NE LEAVENWORTH,LEAVENWORTH,KS,39.36,-94.87,(EAX)
1944,175,2 W IOLA,ALLEN,KS,37.93,-95.44,(ICT)
1950,200,2 W DE SOTO,JOHNSON,KS,38.98,-95.01,RELAYED VIA SKYWARN NEAR K-10 AND KILL CREEK (EAX)
1950,88,N PULASKI,DAVIS,IA,40.7,-92.27,(DMX)
1953,75,TIFFANY SPRINGS,PLATTE,MO,39.27,-94.72,(EAX)
1954,225,BONNER SPRINGS,WYANDOTTE,KS,39.05,-94.88,QUARTERS TO TENNIS BALLS (EAX)
1955,175,CENTERVILLE,LINN,KS,38.22,-95.02,(EAX)
1958,275,2 S LANSING,LEAVENWORTH,KS,39.22,-94.9,BASEBALLS (EAX)
2003,75,KEOSAUQUA,VAN BUREN,IA,40.73,-91.96,WINDS ESTIMATED AT 45 TO 50 MPH. (DVN)
2009,175,KANSAS CITY,WYANDOTTE,KS,39.08,-94.57,GOLFBALL SIZE HAIL AT KANSAS SPEEDWAY (EAX)
2010,75,LA CYGNE,LINN,KS,38.35,-94.75,(EAX)
2015,175,KANSAS CITY,JACKSON,MO,39.08,-94.57,(EAX)
2015,88,NORTHMOOR,PLATTE,MO,39.18,-94.63,DIME TO NICKEL (EAX)
2025,425,3 NE UNIONTOWN,BOURBON,KS,37.88,-94.94,(SGF)
2025,88,LA CYGNE,LINN,KS,38.35,-94.75,(EAX)
2027,450,PRESCOTT,LINN,KS,38.07,-94.7,BASEBALL TO SOFTBALL SIZE HAIL JUST SOUTHWEST OF PRESCOTT (EAX)
2028,250,LIBERTY,CLAY,MO,39.25,-94.43,(EAX)
2030,88,DREXEL,CASS,MO,38.48,-94.6,(EAX)
2043,100,HUME,BATES,MO,38.1,-94.58,(EAX)
2050,175,1 N GARDEN CITY,CASS,MO,38.58,-94.2,(EAX)
2050,275,EXCELSIOR SPRINGS,CLAY,MO,39.35,-94.23,(EAX)
2100,75,4 SE WAPELLO,LOUISA,IA,41.14,-91.13,(DVN)
2107,100,LATOUR,JOHNSON,MO,38.63,-94.12,(EAX)
2113,150,COWGILL,CALDWELL,MO,39.57,-93.93,HALF DOLLAR SIZE HAIL REPORTED (EAX)
2125,175,10 W CLINTON,HENRY,MO,38.38,-93.95,GOLFBALL (EAX)
2126,125,1 N WARRENSBURG,JOHNSON,MO,38.78,-93.75,60 MPH WIND GUSTS (EAX)
2144,88,CHILLICOTHE,LIVINGSTON,MO,39.8,-93.55,NICKEL HAIL (EAX)
2144,88,BRADFORD,STARK,IL,41.18,-89.66,(ILX)
2145,100,2 S SWEET SPRINGS,SALINE,MO,38.94,-93.42,(EAX)
2146,88,CALHOUN,HENRY,MO,38.47,-93.63,(EAX)
2151,75,4 S WYOMING,STARK,IL,41.01,-89.77,RELAYED VIA PEORIA CITY EOC. (ILX)
2152,100,2 S LEETON,JOHNSON,MO,38.55,-93.7,(EAX)
2210,175,LACON,MARSHALL,IL,41.02,-89.41,LAKE WILDWOOD SUBDIVISION (ILX)
2210,75,PUTNAM,PUTNAM,IL,41.18,-89.4,(DVN)
2215,150,MAGNOLIA,PUTNAM,IL,41.11,-89.2,REPORT RELAYED BY TRAINED SPOTTER. (DVN)
2218,175,SEDALIA,PETTIS,MO,38.7,-93.23,GOLFBALLS (EAX)
2225,100,WENONA,MARSHALL,IL,41.07,-89.07,QUARTER SIZE HAIL COVERING THE GROUND. (ILX)
2225,125,1 SW LOSTANT,LA SALLE,IL,41.13,-89.07,(LOT)
2237,100,5 W MAGNOLIA,PUTNAM,IL,41.11,-89.29,(DVN)
2238,175,N STREATOR,LA SALLE,IL,41.13,-88.83,(LOT)
2241,88,8 SE BOONVILLE,COOPER,MO,38.89,-92.63,PEA TO NICKEL SIZE HAIL REPORTED (EAX)
2247,150,1 S SHAWNEE,JOHNSON,KS,39.01,-94.72,(EAX)
2247,75,ELMWOOD,PEORIA,IL,40.78,-89.97,REPORTED BY PEORIA COUNTY ESDA. (ILX)
2249,75,KANSAS CITY,JACKSON,MO,39.08,-94.57,DIME HAIL (EAX)
2250,100,4 W KANSAS CITY,WYANDOTTE,KS,39.08,-94.64,QUARTER HAIL AT I-70 AND 57TH (EAX)
2253,175,N RANSOM,LA SALLE,IL,41.16,-88.66,N19TH AND EAST 30TH RD IN EASTERN LASALLE COUNTY (LOT)
2257,175,RIVERSIDE,PLATTE,MO,39.17,-94.62,(EAX)
2258,175,4 S BASEHOR,LEAVENWORTH,KS,39.07,-94.93,(EAX)
2258,100,FAYETTE,HOWARD,MO,39.15,-92.7,(EAX)
2300,175,MIDWAY,BOONE,MO,38.98,-92.45,(LSX)
2300,125,GLADSTONE,CLAY,MO,39.23,-94.48,(EAX)
2300,75,1 N LACON,MARSHALL,IL,41.04,-89.41,TIME ESTIMATED...HAIL COVERED THE GROUND. REPORT FROM COOP OBSERVER. (ILX)
2307,75,2 N GALESBURG,KNOX,IL,40.98,-90.38,US-34 AT US-150 (ILX)
2310,100,3 W COAL CITY,GRUNDY,IL,41.29,-88.34,IL-113 AND GORMAN RD (LOT)
2315,300,COLUMBIA,BOONE,MO,38.95,-92.33,FROM A STORM SPOTTER (LSX)
2315,100,OTTAWA,LA SALLE,IL,41.35,-88.84,E 26TH AND 19TH RD (LOT)
2330,175,1 W HATTON,CALLAWAY,MO,39.02,-92.04,ESTIMATED 60 MPH WINDS. (LSX)
2332,88,2 SE WILMINGTON,WILL,IL,41.28,-88.13,REPORT FROM RITCHIE,IL (LOT)
2340,75,SANTA FE,MONROE,MO,39.37,-91.83,(LSX)
2341,125,IOLA,ALLEN,KS,37.93,-95.4,(ICT)
2345,175,KEOSAUQUA,VAN BUREN,IA,40.73,-91.96,COOP OBSERVER REPORTED GROUND QUARTER TO GOLF BALL SIZE HAIL. (DVN)
2349,75,MEXICO,AUDRAIN,MO,39.17,-91.87,(LSX)
2355,125,8 N KINCAID,ANDERSON,KS,38.2,-95.15,QUARTER TO HALF DOLLAR SIZE HAIL LASTED A FEW MINUTES. (TOP)
0000,100,RUSH HILL,AUDRAIN,MO,39.21,-91.73,HAIL COVERS THE GROUND. (LSX)
0005,75,2 SW NEW LONDON,RALLS,MO,39.56,-91.43,(LSX)
0007,200,8 S MOUNT PLEASANT,HENRY,IA,40.85,-91.55,HAIL IS BREAKING WINDOWS ON VEHICALS. (DVN)
0010,100,3 S STOCKPORT,VAN BUREN,IA,40.81,-91.83,QUARTER SIZE HAIL COVERING HIGHWAY 16. BETWEEN 6 AND 610 PM. WATER COVERING SURROUNDING FIELDS AND WATER IN DITCHES 3 FEET DEEP. (DVN)
0015,100,LEAWOOD,JOHNSON,KS,38.95,-94.62,(EAX)
0016,125,CAMERON,CLINTON,MO,39.75,-94.2,(EAX)
0017,175,OSAWATOMIE,MIAMI,KS,38.5,-94.93,(EAX)
0019,75,6 E OSBORN,DE KALB,MO,39.75,-94.26,(EAX)
0023,75,4 ESE CHANUTE,NEOSHO,KS,37.66,-95.4,(ICT)
0023,75,1 NNE ELSMORE,ALLEN,KS,37.81,-95.14,(ICT)
0023,175,1 E IOLA,ALLEN,KS,37.93,-95.38,(ICT)
0024,150,5 W KIDDER,CALDWELL,MO,39.78,-94.21,RELAYED FROM CAMERON,MO EMERGENCY MANAGER. (EAX)
0024,100,1 N YARMOUTH,DES MOINES,IA,41.05,-91.32,SPOTTER ALSO REPORTED VERY HEAVY RAIN. (DVN)
0026,175,COPAN,WASHINGTON,OK,36.9,-95.93,(TSA)
0028,200,KANSAS CITY,JACKSON,MO,39.08,-94.57,HAIL REPORTED AT I-435 AND HOLMES (EAX)
0028,100,MOUNT UNION,HENRY,IA,41.06,-91.39,(DVN)
0030,88,BUCYRUS,MIAMI,KS,38.72,-94.72,(EAX)
0032,175,OVERLAND PARK,JOHNSON,KS,38.98,-94.67,HAIL REPORTED AT 142ND AND ANTIOCH (EAX)
0032,75,BOWLING GREEN,PIKE,MO,39.34,-91.2,(LSX)
0033,175,MORNING SUN,LOUISA,IA,41.09,-91.25,(DVN)
0035,100,3 WSW BALDWIN CITY,DOUGLAS,KS,38.76,-95.23,ALSO ESTIMATED 50 MPH WINDS. (TOP)
0038,175,4 E CANEY,MONTGOMERY,KS,37.01,-95.86,(ICT)
0041,75,1 NNE ELSMORE,ALLEN,KS,37.81,-95.14,(ICT)
0042,175,2 NE GRANDVIEW,JACKSON,MO,38.9,-94.5,(EAX)
0043,125,TRENTON,GRUNDY,MO,40.08,-93.62,(EAX)
0045,175,INDEPENDENCE,JACKSON,MO,39.08,-94.43,(EAX)
0045,75,10 SE LOUISIANA,PIKE,MO,39.34,-90.93,NEAR CLARKSVILLE. (LSX)
0046,250,GALLATIN,DAVIESS,MO,39.92,-93.97,(EAX)
0047,100,DREXEL,CASS,MO,38.48,-94.6,(EAX)
0050,175,4 SE INDEPENDENCE,MONTGOMERY,KS,37.19,-95.66,(ICT)
0052,88,PADEN,OKFUSKEE,OK,35.51,-96.57,(TSA)
0052,75,BASEHOR,LEAVENWORTH,KS,39.13,-94.93,(EAX)
0053,100,RAYMORE,CASS,MO,38.8,-94.45,(EAX)
0055,100,3 W CHANUTE,NEOSHO,KS,37.67,-95.52,(ICT)
0056,100,BRAYMER,CALDWELL,MO,39.58,-93.8,(EAX)
0057,75,SAND SPRINGS,TULSA,OK,36.14,-96.11,(TSA)
0057,100,HARRISONVILLE,CASS,MO,38.65,-94.35,(EAX)
0058,175,1 E IOLA,ALLEN,KS,37.93,-95.38,CORRECTED FOR TIME (ICT)
0059,175,2 E BARTLESVILLE,WASHINGTON,OK,36.75,-95.94,(TSA)
0100,100,UNIONTOWN,BOURBON,KS,37.85,-94.97,(SGF)
0100,100,4 S LEES SUMMIT,JACKSON,MO,38.86,-94.38,(EAX)
0100,175,DE SOTO,JOHNSON,KS,38.98,-94.97,(EAX)
0100,100,MANNON,MERCER,IL,41.23,-90.95,SHERIFFS DEPARTMENT REPORTED NICKEL TO QUARTER SIZE HAIL AT BOTH MANNON AND 6 MILES NORTH OF JOY ILLINOIS. (DVN)
0100,88,DES MOINES,POLK,IA,41.58,-93.62,DIME TO NICKEL SIZED HAIL REPORTED BY TRAINED SPOTTER 5 BLOCKS NORTH OF DRAKE UNIVERSITY AT 7 PM. (DMX)
0102,175,2 S ERIE,NEOSHO,KS,37.54,-95.24,(ICT)
0106,175,BLUE SPRINGS,JACKSON,MO,39.02,-94.28,(EAX)
0106,175,GALLATIN,DAVIESS,MO,39.92,-93.97,(EAX)
0111,100,CHELSEA,ROGERS,OK,36.54,-95.43,(TSA)
0111,88,LENAPAH,NOWATA,OK,36.85,-95.64,(TSA)
0112,88,NEW LONDON,HENRY,IA,40.93,-91.41,(DVN)
0116,175,TRIMBLE,CLINTON,MO,39.47,-94.57,(EAX)
0117,100,PLEASANT GROVE,DES MOINES,IA,40.97,-91.28,(DVN)
0119,100,4 S DENNIS,LABETTE,KS,37.29,-95.42,(ICT)
0120,125,5 E BRISTOW,CREEK,OK,35.83,-96.3,COVERING THE GROUND (TSA)
0122,88,TRENTON,GRUNDY,MO,40.08,-93.62,(EAX)
0123,75,SPERRY,TULSA,OK,36.3,-95.99,(TSA)
0123,100,1 W STARK,NEOSHO,KS,37.69,-95.16,(ICT)
0123,75,UNIONTOWN,BOURBON,KS,37.85,-94.97,(SGF)
0128,150,SAPULPA,CREEK,OK,36,-96.11,(TSA)
0128,100,2 W BRAYMER,CALDWELL,MO,39.58,-93.84,(EAX)
0130,75,SAVONBURG,ALLEN,KS,37.75,-95.14,(ICT)
0130,100,DOUDS/LEANDO,VAN BUREN,IA,40.83,-92.08,HAIL DAMAGE TO CAR. ACTUAL HAIL SIZE UNKNOWN...BUT WAS AT LEAST QUARTER SIZE. TIME ESTIMATED. (DVN)
0136,100,2 S WAPELLO,LOUISA,IA,41.15,-91.19,DEPUTY REPORTS QUARTER SIZE HAIL. (DVN)
0137,100,3 W TULSA,TULSA,OK,36.13,-95.98,(TSA)
0138,100,1 E EDNA,LABETTE,KS,37.06,-95.34,(ICT)
0147,100,3 E OWASSO,ROGERS,OK,36.27,-95.8,(TSA)
0153,175,NEW BERLIN,SANGAMON,IL,39.73,-89.91,(ILX)
0159,75,7 W GIRARD,CRAWFORD,KS,37.51,-94.97,DIME TO PEA SIZE HAIL REPORTED 7 MILES WEST AND 2 MILES SOUTH OF GIRARD (SGF)
0200,100,W WASHINGTON,WASHINGTON,IA,41.3,-91.69,SHERIFFS DEPARTMENT RELAYED REPORT OF QUARTER SIZE HAIL JUST WEST OF TOWN. (DVN)
0203,100,N MOULTON,APPANOOSE,IA,40.69,-92.67,(DMX)
0203,88,ELDON,WAPELLO,IA,40.92,-92.22,(DMX)
0205,125,3 S BROKEN ARROW,TULSA,OK,36.01,-95.79,81ST ST NORTH AND 122ND (TSA)
0206,75,ILLINOIS CITY,ROCK ISLAND,IL,41.4,-90.9,SPOTTER REPORTED MARBLE TO DIME SIZE HAIL (DVN)
0207,75,CHELSEA,ROGERS,OK,36.54,-95.43,(TSA)
0207,275,EMMA,LAFAYETTE,MO,38.97,-93.5,(EAX)
0208,175,LEES SUMMIT,JACKSON,MO,38.92,-94.38,VEHICLE DAMAGE AT 150 HWY AND PRYOR ROAD. (EAX)
0210,175,2 N CHETOPA,LABETTE,KS,37.07,-95.09,(ICT)
0210,150,2 W BUTLER,BATES,MO,38.25,-94.37,(EAX)
0210,88,LE CLAIRE,SCOTT,IA,41.6,-90.36,SPOTTER REPORTED DIME TO NICKEL SIZE HAIL. (DVN)
0211,175,HARRISONVILLE,CASS,MO,38.65,-94.35,(EAX)
0212,75,COWETA,WAGONER,OK,35.95,-95.65,(TSA)
0213,88,BRIGHTON,WASHINGTON,IA,41.17,-91.82,(DVN)
0215,175,9 W COLUMBUS,CHEROKEE,KS,37.17,-95.01,(SGF)
0215,100,SPRINGFIELD,SANGAMON,IL,39.78,-89.64,(ILX)
0215,88,1 N FAIRPORT,MUSCATINE,IA,41.45,-90.9,TIME ESTIMATED. (DVN)
0218,175,SWEET SPRINGS,SALINE,MO,38.97,-93.42,(EAX)
0218,100,5 W BLOOMFIELD,DAVIS,IA,40.75,-92.51,(DMX)
0220,100,2 N MORRISON,WHITESIDE,IL,41.84,-89.97,(DVN)
0224,150,8 NW ARROW ROCK,SALINE,MO,39.15,-93.05,(EAX)
0225,88,FRONTENAC,CRAWFORD,KS,37.46,-94.69,(SGF)
0225,100,5 NE CHILHOWEE,JOHNSON,MO,38.63,-93.81,(EAX)
0229,75,11 NE COWETA,WAGONER,OK,36.06,-95.51,(TSA)
0230,100,VINITA,CRAIG,OK,36.64,-95.15,(TSA)
0230,88,2 W CHESTNUT,LOGAN,IL,40.07,-89.24,(ILX)
0230,75,1 NE DAHINDA,KNOX,IL,40.96,-90.09,REPORTED BY COOP OBSERVER. (ILX)
0240,75,LONE TREE,JOHNSON,IA,41.49,-91.42,DIME SIZE HAIL AND HEAVY RAIN. (DVN)
0241,88,MURPHY,MAYES,OK,36.15,-95.24,(TSA)
0242,88,5 W WHITEMAN AFB,JOHNSON,MO,38.72,-93.64,(EAX)
0242,88,3 E AGENCY,WAPELLO,IA,41,-92.25,(DMX)
0248,100,COLETA,WHITESIDE,IL,41.91,-89.8,(DVN)
0249,100,RAYMORE,CASS,MO,38.8,-94.45,(EAX)
0250,88,PITTSBURG,CRAWFORD,KS,37.41,-94.7,NICKEL SIZE HAIL REPORTED BY COOP (SGF)
0254,175,LEES SUMMIT,JACKSON,MO,38.92,-94.38,2 NORTH HWY 150 AND 1 WEST OF WARD RD. (EAX)
0255,88,BROOKFIELD,LINN,MO,39.78,-93.08,(EAX)
0255,75,PLEASANT GROVE,DES MOINES,IA,40.97,-91.28,(DVN)
0255,75,MONMOUTH,JACKSON,IA,42.07,-90.88,(DVN)
0258,100,MILLEDGEVILLE,CARROLL,IL,41.96,-89.78,(DVN)
0259,175,LA MONTE,PETTIS,MO,38.78,-93.43,(EAX)
0259,150,MOUNT PULASKI,LOGAN,IL,40.01,-89.28,(ILX)
0300,175,4 N MEMPHIS,SCOTLAND,MO,40.52,-92.17,(DVN)
0300,88,7 SE FAIRFIELD,JEFFERSON,IA,40.94,-91.87,TIME ESTIMATED. (DVN)
0303,100,WYANDOTTE,OTTAWA,OK,36.79,-94.72,(TSA)
0308,175,LOCUST GROVE,MAYES,OK,36.2,-95.17,(TSA)
0309,225,BUCKNER,JACKSON,MO,39.13,-94.2,(EAX)
0312,88,MOUNT PLEASANT,HENRY,IA,40.96,-91.55,(DVN)
0315,100,1 S BOSTON,BARTON,MO,37.4,-94.28,(SGF)
0315,175,LATHAM,LOGAN,IL,39.97,-89.16,(ILX)
0316,88,FORRESTON,OGLE,IL,42.13,-89.58,NICKEL TO QUARTER SIZE HAIL (LOT)
0317,100,SHERRARD,MERCER,IL,41.32,-90.51,(DVN)
0319,88,OQUAWKA,HENDERSON,IL,40.94,-90.95,SHERIFF REPORTS NICKEL SIZE HAIL REPORTS IN NORTHERN HENDERSON COUNTY. (DVN)
0320,88,HILLSBORO,HENRY,IA,40.84,-91.71,(DVN)
0321,75,3 NNE CHARLIE HEATH MEM,CLARK,MO,40.61,-91.87,(DVN)
0323,75,2 S NEOSHO,NEWTON,MO,36.84,-94.37,(SGF)
0323,100,1 SW CLINTON,DE WITT,IL,40.14,-88.97,(ILX)
0325,75,FARMINGTON,VAN BUREN,IA,40.64,-91.74,(DVN)
0328,75,NORWAY,BENTON,IA,41.9,-91.92,(DVN)
0330,175,HALLOWELL,CHEROKEE,KS,37.17,-95,GOLF BALL HAIL REPORTED TO EMERGENCY MANAGER BY TRAINED SPOTTER AT S.W. 90TH AND MESSER ROAD IN HALLOWELL (SGF)
0330,100,LA HARPE,ALLEN,KS,37.92,-95.3,(ICT)
0330,100,3 W MADISON,MONROE,MO,39.47,-92.27,(LSX)
0330,88,THOMSON,CARROLL,IL,41.96,-90.1,(DVN)
0342,100,LANE,DE WITT,IL,40.13,-88.85,SWOP REPORT. (ILX)
0346,75,LE ROY,MCLEAN,IL,40.34,-88.76,(ILX)
0346,88,FORT MADISON,LEE,IA,40.62,-91.35,(DVN)
0349,88,BELTON,CASS,MO,38.82,-94.53,(EAX)
0354,150,MONETT,BARRY,MO,36.92,-93.93,PING PONG SIZE HAIL REPORTED ALONG I-44 AT MILE MARKER 37 (SGF)
0354,175,BURLINGTON,DES MOINES,IA,40.81,-91.12,NEAR THE AIRPORT (DVN)
0355,75,1 NW FORSYTH,TANEY,MO,36.7,-93.13,(SGF)
0355,175,SPRINGFIELD,GREENE,MO,37.2,-93.29,(SGF)
0355,75,MOUNT CARROLL,CARROLL,IL,42.1,-89.98,(DVN)
0400,175,2 N MONETT,LAWRENCE,MO,36.95,-93.93,(SGF)
0400,88,WALNUT,CRAWFORD,KS,37.6,-95.08,(SGF)
0400,75,GALVA,HENRY,IL,41.17,-90.04,RELAYED BY TRAINED SPOTTER. TIME ESTIMATED. (DVN)
0401,100,4 N DREXEL,CASS,MO,38.54,-94.6,1 INCH HAIL AND 40 TO 50 MPH WINDS REPORTED (EAX)
0405,175,1 S NOBLE,OZARK,MO,36.73,-92.57,(SGF)
0405,88,PECULIAR,CASS,MO,38.72,-94.47,(EAX)
0405,275,FISHER,CHAMPAIGN,IL,40.32,-88.35,POLICE MEASURED BASEBALL SIZED HAIL. RELAYED VIA CHAMPAIGN COUNTY ESDA. (ILX)
0409,88,SOUTH BELOIT,WINNEBAGO,IL,42.48,-89.03,NICKEL AND DIME SIZED HAIL (LOT)
0410,88,BELOIT,ROCK,WI,42.52,-89.02,(MKX)
0411,100,HUMANSVILLE,POLK,MO,37.79,-93.58,(SGF)
0415,175,1 W CHESAPEAKE,LAWRENCE,MO,37.12,-93.7,(SGF)
0415,100,MONROE CITY,MONROE,MO,39.65,-91.73,(LSX)
0415,100,MONMOUTH,WARREN,IL,40.91,-90.64,SHERIFFS DEPARTMENT REPORTED QUARTER SIZE HAIL IN LITTLE YORK AD PEA SIZE HAIL SOUTH OF MONMOUTH. (DVN)
0416,100,BENTONVILLE,BENTON,AR,36.37,-94.21,(TSA)
0423,175,GATEWAY,BENTON,AR,36.49,-93.93,HAIL DAMAGE TO NUMEROUS CARS...HOUSE SIDING...GARAGE WINDOWS BROKEN. (TSA)
0425,100,PECATONICA,WINNEBAGO,IL,42.31,-89.36,(LOT)
0430,100,4 E EAGLE ROCK,BARRY,MO,36.55,-93.68,TREES ALSO DOWN. VOLUNTEER WEATHER OBSERVER REPORT. (SGF)
0430,75,PALMYRA,MACOUPIN,IL,39.43,-90,(LSX)
0437,88,COLFAX,MCLEAN,IL,40.57,-88.62,(ILX)
0440,275,SPRINGFIELD,GREENE,MO,37.2,-93.29,BASEBALL SIZE HAIL REPORTED AT SUNSHINE AND KANSAS (SGF)
0445,300,REPUBLIC,GREENE,MO,37.12,-93.48,(SGF)
0449,100,MENDOTA,LA SALLE,IL,41.55,-89.12,(LOT)
0455,100,CHETOPA,LABETTE,KS,37.04,-95.09,(ICT)
0459,88,ANNAWAN,HENRY,IL,41.4,-89.91,SPOTTER REPORTS VERY HEAVY RAIN. (DVN)
0500,275,SPRINGFIELD,GREENE,MO,37.2,-93.29,REPORTED AT KIMBROUGH AND CHEROKEE (SGF)
0502,88,WELCH,CRAIG,OK,36.87,-95.1,(TSA)
0503,275,2 NNW ROGERSVILLE,WEBSTER,MO,37.14,-93.07,BASEBALL SIZE HAIL REPORTED ALONG THE GREENE/WEBSTER COUNTY LINE (SGF)
0505,88,CLAREMORE,ROGERS,OK,36.31,-95.62,(TSA)
0505,175,JEFFERSON CITY,COLE,MO,38.57,-92.19,(LSX)
0508,425,FISHER,CHAMPAIGN,IL,40.32,-88.35,REPORT FROM FISHER COOP. (ILX)
0509,175,GRAVOIS MILLS,MORGAN,MO,38.31,-92.83,GOLF BALL HAIL (SGF)
0511,125,5 SE CLINTON,HENRY,MO,38.33,-93.71,WINDS GUSTED TO ESTIMATED 70 MPH. (EAX)
0513,100,MARSHFIELD,WEBSTER,MO,37.34,-92.91,(SGF)
0515,100,BAXTER SPRINGS,CHEROKEE,KS,37.02,-94.74,(SGF)
0517,250,BRANSON,TANEY,MO,36.64,-93.22,QUARTER TO TENNIS BALL SIZE HAIL IN BRANSON (SGF)
0517,175,10 E NIANGUA,WRIGHT,MO,37.39,-92.65,GOLF BALL SIZE HAIL AND 60 MPH WINDS (SGF)
0520,100,PICHER,OTTAWA,OK,36.99,-94.83,(TSA)
0520,150,6 SW GREEN RIDGE,PETTIS,MO,38.56,-93.48,(EAX)
0520,100,HOLTS SUMMIT,CALLAWAY,MO,38.64,-92.12,(LSX)
0528,75,LITTLETON,SCHUYLER,IL,40.23,-90.62,(ILX)
0534,88,3 W KANKAKEE,KANKAKEE,IL,41.12,-87.92,(LOT)
0535,175,JOPLIN,JASPER,MO,37.08,-94.51,(SGF)
0535,75,DEEPWATER,HENRY,MO,38.27,-93.78,(EAX)
0535,175,JOLIET,WILL,IL,41.53,-88.12,I80 AND HUBOLT RD (LOT)
0536,100,GROVESPRING,WRIGHT,MO,37.4,-92.61,AT FF AND C...60 MPH WIND WAS MEASURED BY INSTRUMENT. (SGF)
0541,88,E BIG CABIN,CRAIG,OK,36.54,-95.22,(TSA)
0545,75,2 SW CAMP GROVE,STARK,IL,41.06,-89.66,REPORT FROM COOP OBSERVER. (ILX)
0550,88,BERNICE,DELAWARE,OK,36.62,-94.92,(TSA)
0550,88,MC NABB,PUTNAM,IL,41.18,-89.21,(DVN)
0555,75,SOUTH ELGIN,KANE,IL,42,-88.3,RT 25/WEST BARRLET RD (LOT)
0600,175,NOBLE,OZARK,MO,36.75,-92.57,(SGF)
0610,75,1 W JAMESTOWN,MONITEAU,MO,38.77,-92.5,(LSX)
0610,100,LITTLETON,SCHUYLER,IL,40.23,-90.62,FROM SCHUYLER COUNTY SHERIFF OFFICE. (ILX)
0610,125,5 W MARSHALLTOWN,MARSHALL,IA,42.04,-93.01,(DMX)
0620,75,COLUMBIA,BOONE,MO,38.95,-92.33,(LSX)
0620,100,TROY,LINCOLN,MO,38.98,-90.98,(LSX)
0625,100,ASH GROVE,GREENE,MO,37.32,-93.58,COVERED THE GROUND. (SGF)
0627,100,BARON,ADAIR,OK,35.92,-94.62,(TSA)
0630,100,4 NW DRURY,DOUGLAS,MO,36.97,-92.37,(SGF)
0630,88,9 NE CAMDENTON,CAMDEN,MO,38.1,-92.63,NICKEL HAIL NEAR HIGHWAYS 5 AND 7 (SGF)
0635,75,SPRING BAY,WOODFORD,IL,40.82,-89.53,(ILX)
0639,175,SPRINGFIELD,GREENE,MO,37.2,-93.29,GOLF BALL SIZE HAIL REPORTED AT THE NATIONAL WEATHER SERVICE OFFICE NEAR THE SPRINGFIELD-BRANSON REGIONAL AIRPORT. (SGF)
0650,75,2 WNW TAMAHA,HASKELL,OK,35.41,-95.02,(TSA)
0653,275,WHITE CHURCH,HOWELL,MO,36.85,-91.79,(SGF)
0655,88,3 E VIAN,SEQUOYAH,OK,35.5,-94.92,(TSA)
0655,100,KAMPSVILLE,CALHOUN,IL,39.31,-90.63,(LSX)
0655,88,WATERLOO,BLACK HAWK,IA,42.49,-92.35,(DMX)
0700,175,6 NE WINONA,SHANNON,MO,37.07,-91.25,(SGF)
0700,175,SPRINGFIELD,GREENE,MO,37.2,-93.29,GOLF BALL HAIL AT ROGERS AND NATIONAL IN SPRINGFIELD (SGF)
0713,88,CONWAY,LACLEDE,MO,37.5,-92.82,(SGF)
0715,100,WHITE HALL,GREENE,IL,39.44,-90.4,(LSX)
0718,75,FAYETTEVILLE,WASHINGTON,AR,36.06,-94.16,(TSA)
0721,100,FAIRBANK,BUCHANAN,IA,42.64,-92.05,NICKEL TO QUARTER INCH SIZE HAIL COVERING THE GROUND TO 1 INCH DEEP. (DVN)
0725,175,OELWEIN,FAYETTE,IA,42.68,-91.91,PUBLIC REPORTS OF NICKEL TO GOLF BALL SIZED HAIL IN OELWEIN BETWEEN 120 AM AND 130 AM. (ARX)
0728,175,6 NE WINONA,SHANNON,MO,37.07,-91.25,(SGF)
0730,275,WHITE CHURCH,HOWELL,MO,36.85,-91.79,(SGF)
0732,75,3 NW OSAGE,CARROLL,AR,36.21,-93.44,(TSA)
0740,200,TROY,LINCOLN,MO,38.98,-90.98,(LSX)
