GROOP,TAXA,BIOM,KOUNT,ISAMP
Gastrotricha,Total, ,0,200083
Nematoda,Total,2.4470,3100,200084
Nematoda,Acantholaimus, ,344,200084
Copepoda,Total, ,200,200084
Ostracoda,Total, ,0,200084
Polychaeta,Total, ,150,200084
Oligochaeta,Total, ,0,200084
Tanaidacea,Total, ,0,200084
Tardigrada,Total, ,0,200084
Turbellaria,Total, ,0,200084
Nematoda,Monhystera, ,230,200084
Nematoda,Metacomesoma, ,115,200084
Nematoda,Leptolaimus, ,115,200084
Nematoda,Halalaimus, ,689,200084
Nematoda,Daptonema, ,115,200084
Nematoda,Comesoma, ,230,200084
Nematoda,Cervonema, ,344,200084
Nematoda,Camacolaimus, ,115,200084
Nematoda,Theristus, ,115,200084
Nematoda,Terschellingia, ,115,200084
Nematoda,Sphaerolaimus, ,229,200084
Nematoda,Sabatieria, ,115,200084
Nematoda,Pierrickia, ,115,200084
Nematoda,Parodontophora, ,114,200084
Nauplii,Total, ,0,200084
Kinorhyncha,Total, ,0,200084
Isopoda,Total, ,0,200084
Amphipoda,Total, ,0,200084
Ophiuroidea,Total, ,0,200084
Sipunculida,Total, ,0,200084
Gastrotricha,Total, ,0,200084
Nematoda,Total,.6335,1600,200085
Nematoda,Wieseria, ,240,200085
Nematoda,Stephanolaimus, ,80,200085
Nematoda,Pomponema, ,80,200085
Nematoda,Pareudesmoscolex, ,80,200085
Nematoda,Paracomesoma, ,80,200085
Nematoda,Monhystera, ,80,200085
Nematoda,Metacomesoma, ,160,200085
Nematoda,Halalaimus, ,320,200085
Nematoda,Daptonema, ,80,200085
Nematoda,Cervonema, ,160,200085
Nematoda,Araeolaimus, ,80,200085
Nematoda,Acantholaimus, ,160,200085
Copepoda,Total, ,50,200085
Ostracoda,Total, ,0,200085
Polychaeta,Total, ,0,200085
Oligochaeta,Total, ,0,200085
Tanaidacea,Total, ,0,200085
Tardigrada,Total, ,0,200085
Turbellaria,Total, ,0,200085
Nauplii,Total, ,0,200085
Kinorhyncha,Total, ,0,200085
Isopoda,Total, ,0,200085
Amphipoda,Total, ,0,200085
Ophiuroidea,Total, ,0,200085
Sipunculida,Total, ,0,200085
Gastrotricha,Total, ,0,200085
Nematoda,Total,.8995,2150,200086
Nematoda,Neochromadora, ,307,200086
Nematoda,Monhystera, ,307,200086
Nematoda,Microlaimus, ,307,200086
Nematoda,Halichoanolaimus, ,307,200086
Nematoda,Halalaimus, ,307,200086
Nematoda,Acantholaimus, ,615,200086
Copepoda,Total, ,50,200086
Ostracoda,Total, ,0,200086
Polychaeta,Total, ,0,200086
Oligochaeta,Total, ,0,200086
Tanaidacea,Total, ,0,200086
Tardigrada,Total, ,0,200086
Turbellaria,Total, ,0,200086
Nauplii,Total, ,0,200086
Kinorhyncha,Total, ,0,200086
Isopoda,Total, ,0,200086
Amphipoda,Total, ,0,200086
Ophiuroidea,Total, ,0,200086
Sipunculida,Total, ,0,200086
Gastrotricha,Total, ,0,200086
Nematoda,Total,1.0355,1900,200087
Nematoda,Monhystera, ,950,200087
Nematoda,Halalaimus, ,950,200087
Copepoda,Total, ,0,200087
Ostracoda,Total, ,0,200087
Polychaeta,Total, ,0,200087
Oligochaeta,Total, ,0,200087
Tanaidacea,Total, ,0,200087
Tardigrada,Total, ,0,200087
Turbellaria,Total, ,0,200087
Nauplii,Total, ,0,200087
Kinorhyncha,Total, ,0,200087
Isopoda,Total, ,0,200087
Amphipoda,Total, ,0,200087
Ophiuroidea,Total, ,0,200087
Sipunculida,Total, ,0,200087
Gastrotricha,Total, ,0,200087
Nematoda,Total,.0690,800,200088
Nematoda,Monhystera, ,800,200088
Copepoda,Total, ,0,200088
Ostracoda,Total, ,0,200088
Polychaeta,Total, ,0,200088
Oligochaeta,Total, ,0,200088
Tanaidacea,Total, ,0,200088
Tardigrada,Total, ,0,200088
Turbellaria,Total, ,0,200088
Nauplii,Total, ,0,200088
Kinorhyncha,Total, ,0,200088
Isopoda,Total, ,0,200088
Amphipoda,Total, ,0,200088
Ophiuroidea,Total, ,0,200088
Sipunculida,Total, ,0,200088
Gastrotricha,Total, ,0,200088
Nematoda,Total,1.4140,2800,200097
Nematoda,Linhystera, ,97,200097
Nematoda,Leptolaimus, ,193,200097
Nematoda,Elzalia, ,97,200097
Nematoda,Desmoscolex, ,193,200097
Nematoda,Daptonema, ,290,200097
Nematoda,Chromadorina, ,97,200097
Nematoda,Calomicrolaimus, ,193,200097
Nematoda,Amphimonhystrella, ,97,200097
Nematoda,Acantholaimus, ,386,200097
Copepoda,Total, ,400,200097
Ostracoda,Total, ,200,200097
Polychaeta,Total, ,0,200097
Oligochaeta,Total, ,0,200097
Tanaidacea,Total, ,100,200097
Tardigrada,Total, ,0,200097
Turbellaria,Total, ,0,200097
Nematoda,Wieseria, ,97,200097
Nematoda,Tricoma, ,96,200097
Nematoda,Sphaerolaimus, ,97,200097
Nematoda,Sabatieria, ,97,200097
Nematoda,Quadricoma, ,96,200097
Nematoda,Prochromadorella, ,97,200097
Nematoda,Oxystomina, ,97,200097
Nematoda,Nygmatonchus, ,290,200097
Nematoda,Monhystera, ,193,200097
Nematoda,Metalinhomoeus, ,97,200097
Nauplii,Total, ,400,200097
Kinorhyncha,Total, ,0,200097
Isopoda,Total, ,0,200097
Amphipoda,Total, ,0,200097
Ophiuroidea,Total, ,0,200097
Sipunculida,Total, ,0,200097
Gastrotricha,Total, ,0,200097
Nematoda,Total,.7750,3100,200098
Nematoda,Acantholaimus, ,675,200098
Copepoda,Total, ,300,200098
Ostracoda,Total, ,0,200098
Polychaeta,Total, ,0,200098
Oligochaeta,Total, ,0,200098
Tanaidacea,Total, ,0,200098
Tardigrada,Total, ,0,200098
Turbellaria,Total, ,0,200098
Nematoda,Wieseria, ,135,200098
Nematoda,Tricoma, ,135,200098
Nematoda,Southerniella, ,135,200098
Nematoda,Pselionema, ,135,200098
Nematoda,Oxystomina, ,135,200098
Nematoda,Microlaimus, ,269,200098
Nematoda,Linhystera, ,135,200098
Nematoda,Leptolaimus, ,269,200098
Nematoda,Halalaimus, ,269,200098
Nematoda,Desmoscolex, ,135,200098
Nematoda,Chromadora, ,269,200098
Nematoda,Calomicrolaimus, ,135,200098
Nematoda,Bolbolaimus, ,269,200098
Nauplii,Total, ,0,200098
Kinorhyncha,Total, ,0,200098
Isopoda,Total, ,0,200098
Amphipoda,Total, ,0,200098
Ophiuroidea,Total, ,0,200098
Sipunculida,Total, ,0,200098
Gastrotricha,Total, ,0,200098
Nematoda,Total,.9920,6400,200099
Nematoda,Acantholaimus, ,1163,200099
Copepoda,Total, ,200,200099
Ostracoda,Total, ,0,200099
Polychaeta,Total, ,0,200099
Oligochaeta,Total, ,0,200099
Tanaidacea,Total, ,300,200099
Tardigrada,Total, ,0,200099
Turbellaria,Total, ,0,200099
Nematoda,Diplopeltoides, ,194,200099
Nematoda,Desmoscolex, ,194,200099
Nematoda,Dasynemoides, ,194,200099
Nematoda,Cobbia, ,193,200099
Nematoda,Chromadorella, ,194,200099
Nematoda,Cervonema, ,194,200099
Nematoda,Calomicrolaimus, ,194,200099
Nematoda,Bolbolaimus, ,582,200099
Nematoda,Sabatieria, ,194,200099
Nematoda,Pselionema, ,194,200099
Nematoda,Pareudesmoscolex, ,388,200099
Nematoda,Paralongicyatholaimus, ,194,200099
Nematoda,Oxystomina, ,194,200099
Nematoda,Neochromadora, ,194,200099
Nematoda,Monhystera, ,388,200099
Nematoda,Microlaimus, ,388,200099
Nematoda,Metacyatholaimus, ,194,200099
Nematoda,Linhystera, ,194,200099
Nematoda,Leptolaimoides, ,194,200099
Nematoda,Elzalia, ,582,200099
Nauplii,Total, ,0,200099
Kinorhyncha,Total, ,0,200099
Isopoda,Total, ,0,200099
Amphipoda,Total, ,0,200099
Ophiuroidea,Total, ,0,200099
Sipunculida,Total, ,0,200099
Gastrotricha,Total, ,0,200099
Nematoda,Total,.0975,1300,200100
Nematoda,Acantholaimus, ,867,200100
Copepoda,Total, ,0,200100
Ostracoda,Total, ,0,200100
Polychaeta,Total, ,0,200100
Oligochaeta,Total, ,0,200100
Tanaidacea,Total, ,0,200100
Tardigrada,Total, ,0,200100
Turbellaria,Total, ,0,200100
Nematoda,Leptolaimus, ,433,200100
Nauplii,Total, ,0,200100
Kinorhyncha,Total, ,0,200100
Isopoda,Total, ,0,200100
Amphipoda,Total, ,0,200100
Ophiuroidea,Total, ,0,200100
Sipunculida,Total, ,0,200100
Gastrotricha,Total, ,0,200100
Nematoda,Total,.0455,700,200101
Nematoda,Acantholaimus, ,233,200101
Copepoda,Total, ,100,200101
Ostracoda,Total, ,0,200101
Polychaeta,Total, ,0,200101
Oligochaeta,Total, ,0,200101
Tanaidacea,Total, ,0,200101
Tardigrada,Total, ,0,200101
Turbellaria,Total, ,0,200101
Nematoda,Linhystera, ,234,200101
Nematoda,Leptolaimoides, ,233,200101
Nauplii,Total, ,200,200101
Kinorhyncha,Total, ,0,200101
Isopoda,Total, ,0,200101
Amphipoda,Total, ,0,200101
Ophiuroidea,Total, ,0,200101
Sipunculida,Total, ,0,200101
Gastrotricha,Total, ,0,200101
Nematoda,Total,.0570,600,200102
Nematoda,Leptolaimus, ,600,200102
Copepoda,Total, ,0,200102
Ostracoda,Total, ,0,200102
Polychaeta,Total, ,0,200102
Oligochaeta,Total, ,0,200102
Tanaidacea,Total, ,0,200102
Tardigrada,Total, ,0,200102
Turbellaria,Total, ,0,200102
Nauplii,Total, ,0,200102
Kinorhyncha,Total, ,0,200102
Isopoda,Total, ,0,200102
Amphipoda,Total, ,0,200102
Ophiuroidea,Total, ,0,200102
Sipunculida,Total, ,0,200102
Gastrotricha,Total, ,0,200102
Nematoda,Total,.0325,500,200103
Nematoda,Monhystera, ,500,200103
Copepoda,Total, ,0,200103
Ostracoda,Total, ,0,200103
Polychaeta,Total, ,0,200103
Oligochaeta,Total, ,0,200103
Tanaidacea,Total, ,0,200103
Tardigrada,Total, ,0,200103
Turbellaria,Total, ,0,200103
Nauplii,Total, ,0,200103
Kinorhyncha,Total, ,0,200103
Isopoda,Total, ,0,200103
Amphipoda,Total, ,0,200103
Ophiuroidea,Total, ,0,200103
Sipunculida,Total, ,0,200103
Gastrotricha,Total, ,0,200103
Nematoda,Total,.0050,200,200104
Copepoda,Total, ,0,200104
Ostracoda,Total, ,0,200104
Polychaeta,Total, ,0,200104
Oligochaeta,Total, ,0,200104
Tanaidacea,Total, ,0,200104
Tardigrada,Total, ,0,200104
Turbellaria,Total, ,0,200104
Nauplii,Total, ,0,200104
Kinorhyncha,Total, ,0,200104
Isopoda,Total, ,0,200104
Amphipoda,Total, ,0,200104
Ophiuroidea,Total, ,0,200104
Sipunculida,Total, ,0,200104
Gastrotricha,Total, ,0,200104
Total, , ,9100,200105
Total, , ,8400,200106
Total, , ,5250,200107
Total, , ,4100,200108
Total, , ,8750,200109
Total, , ,6100,200110
Total, , ,3600,200111
Total, , ,9800,200112
Total, , ,13850,200113
Total, , ,16150,200114
Total, , ,6000,200115
Total, , ,3900,200116
Total, , ,5850,200117
Total, , ,3350,200118
Total, , ,13400,200119
Total, , ,10200,200120
Total, , ,9850,200121
Total, , ,9350,200122
Total, , ,4050,200123
Total, , ,8750,200124
Total, , ,2200,200125
Total, , ,17900,200126
Total, , ,14350,200127
Total, , ,12300,200128
Total, , ,10850,200129
Total, , ,3400,200130
Total, , ,3800,200131
Total, , ,2450,200132
Total, , ,22800,200133
Total, , ,10000,200134
Total, , ,8050,200135
Total, , ,5500,200136
Total, , ,6350,200137
Total, , ,4050,200138
Total, , ,3550,200139
Total, , ,9650,200140
Total, , ,6650,200141
Total, , ,9300,200142
Total, , ,7400,200143
Total, , ,5800,200144
Total, , ,5050,200145
Total, , ,2750,200146
Total, , ,13300,200147
Total, , ,12750,200148
Total, , ,8900,200149
Total, , ,1550,200150
Total, , ,4250,200151
Total, , ,7300,200152
Total, , ,4800,200153
Total, , ,15350,200154
Total, , ,18150,200155
Total, , ,17150,200156
Total, , ,10150,200157
Total, , ,5750,200158
Total, , ,5000,200159
Total, , ,6300,200160
Nematoda,Total, ,42600,200161
Copepoda,Total, ,1150,200161
Ostracoda,Total, ,100,200161
Polychaeta,Total, ,1300,200161
Turbellaria,Total, ,100,200161
Nauplii,Total, ,50,200161
Nematoda,Total, ,56500,200162
Copepoda,Total, ,1400,200162
Ostracoda,Total, ,150,200162
Polychaeta,Total, ,500,200162
Tanaidacea,Total, ,50,200162
Turbellaria,Total, ,200,200162
Nauplii,Total, ,100,200162
Nematoda,Total, ,55800,200163
Copepoda,Total, ,1100,200163
Polychaeta,Total, ,400,200163
Turbellaria,Total, ,250,200163
Nauplii,Total, ,50,200163
Tardigrada,Total, ,100,200163
Amphipoda,Total, ,50,200163
Ophiuroidea,Total, ,50,200163
Nematoda,Total, ,60350,200164
Copepoda,Total, ,2200,200164
Ostracoda,Total, ,50,200164
Polychaeta,Total, ,1500,200164
Turbellaria,Total, ,50,200164
Nauplii,Total, ,300,200164
Tardigrada,Total, ,550,200164
Kinorhyncha,Total, ,50,200164
Nematoda,Total, ,57950,200165
Copepoda,Total, ,1500,200165
Ostracoda,Total, ,250,200165
Polychaeta,Total, ,200,200165
Tanaidacea,Total, ,100,200165
Nauplii,Total, ,250,200165
Tardigrada,Total, ,50,200165
Nematoda,Total, ,45650,200166
Copepoda,Total, ,450,200166
Ostracoda,Total, ,100,200166
Polychaeta,Total, ,300,200166
Nauplii,Total, ,100,200166
Nematoda,Total, ,52150,200167
Copepoda,Total, ,400,200167
Ostracoda,Total, ,100,200167
Polychaeta,Total, ,50,200167
Nauplii,Total, ,100,200167
Tardigrada,Total, ,50,200167
Nematoda,Total, ,75450,200168
Copepoda,Total, ,1300,200168
Ostracoda,Total, ,50,200168
Polychaeta,Total, ,800,200168
Nauplii,Total, ,50,200168
Tardigrada,Total, ,150,200168
Kinorhyncha,Total, ,50,200168
