state,      county,   tract,      occvac,item,       acs_tal,  acs_talse,  cen_tal,cen_talse,  diff_tal, diff_talse, acs_sal,acs_salse,  cen_sal,  cen_salse,  diff_sal,diff_salse, acs_ial,  acs_ialse,  cen_eal,cen_ealse,  diff_ial, diff_ialse
24,009,860702,O,srent,9.3126,14.3831,5.7143,3.4024,3.5983,14.7801,,,,,,,,,,,,
24,009,860702,O,sroom,2.3114,5.0094,2.2857,1.3219,0.0257,5.1809,,,,,,,,,,,,
24,009,860702,O,staxd,22.5064,6.8191,20.0000,4.7852,2.5064,8.3305,,,,,,,,,,,,
24,009,860702,O,stel,0.0000,7.8632,1.1429,1.0383,-1.1429,7.9315,,,,,,,,,,,,
24,009,860702,O,stenure,4.4607,5.3570,1.1429,1.1891,3.3178,5.4874,,,,,,,,,,,,
24,009,860702,O,svalue,13.6189,5.0269,9.0000,3.2372,4.6189,5.9791,,,,,,,,,,,,
24,009,860702,O,swaterdx,14.1119,4.4968,17.1429,3.1377,-3.0310,5.4833,,,,,,,,,,,,
24,009,860702,O,syrblt,7.7048,3.3065,10.8571,2.7462,-3.1523,4.2982,,,,,,,,,,,,
24,009,860702,V,sacres,0.0000,70.0000,13.3333,10.0052,-13.3333,70.7114,,,,,,,,,,,,
24,009,860702,V,sbedrm,0.0000,70.0000,25.0000,17.9139,-25.0000,72.2558,,,,,,,,,,,,
24,009,860702,V,sbiz,100.0000,70.0000,0.0000,4.1206,100.0000,70.1212,,,,,,,,,,,,
24,009,860702,V,sbldgsz,0.0000,70.0000,0.0000,4.9294,0.0000,70.1733,,,,,,,,,,,,
24,009,860702,V,sckitch,0.0000,70.0000,10.0000,10.4059,-10.0000,70.7692,,,,,,,,,,,,
24,009,860702,V,scplumb,0.0000,70.0000,10.0000,11.9606,-10.0000,71.0145,,,,,,,,,,,,
24,009,860702,V,sisvac,0.0000,70.0000,0.0000,7.0009,0.0000,70.3492,,,,,,,,,,,,
24,009,860702,V,smeals,0.0000,70.0000,0.0000,12.1405,0.0000,71.0450,,,,,,,,,,,,
24,009,860702,V,srent,0.0000,70.0000,0.0000,12.1405,0.0000,71.0450,,,,,,,,,,,,
24,009,860702,V,sroom,0.0000,70.0000,10.0000,12.4111,-10.0000,71.0917,,,,,,,,,,,,
24,009,860702,V,svalue,,,0.0000,11.1981,,,,,,,,,,,,,,
24,009,860702,V,syrblt,0.0000,70.0000,25.0000,17.8778,-25.0000,72.2469,,,,,,,,,,,,
24,009,860703,O,sacres,2.8730,5.4362,6.8421,1.3205,-3.9691,5.5943,,,,,,,,,,,,
24,009,860703,O,sagsales,1.2617,7.5310,12.5000,2.1766,-11.2383,7.8392,,,,,,,,,,,,
24,009,860703,O,sautos,2.9145,1.7408,4.1667,1.7090,-1.2522,2.4395,,,,,,,,,,,,
24,009,860703,O,sbedrm,1.9754,4.0409,6.2500,2.0441,-4.2746,4.5285,,,,,,,,,,,,
24,009,860703,O,sbiz,1.7303,5.3319,5.7895,1.2215,-4.0592,5.4701,,,,,,,,,,,,
24,009,860703,O,sbldgsz,1.7163,5.2887,3.1250,1.2505,-1.4087,5.4346,,,,,,,,,,,,
24,009,860703,O,sckitch,1.9754,4.0409,3.1250,1.2319,-1.1496,4.2245,,,,,,,,,,,,
24,009,860703,O,scplumb,1.9754,4.0409,3.1250,1.4160,-1.1496,4.2818,,,,,,,,,,,,
24,009,860703,O,selecdx,6.5415,5.3576,13.5417,2.7197,-7.0002,6.0083,,,,,,,,,,,,
24,009,860703,O,sfuel,0.8744,5.2187,10.9375,2.4807,-10.0631,5.7783,,,,,,,,,,,,
24,009,860703,O,sgasdx,12.8238,3.8601,25.0000,3.4417,-12.1762,5.1716,,,,,,,,,,,,
24,009,860703,O,sincins,9.0402,3.7454,10.3448,3.3826,-1.3046,5.0468,,,,,,,,,,,,
24,009,860703,O,sinctax,1.1719,8.9318,15.5172,4.0216,-14.3453,9.7954,,,,,,,,,,,,
24,009,860703,O,sinsd,28.4553,7.1355,31.4815,4.3653,-3.0262,8.3649,,,,,,,,,,,,
24,009,860703,O,smeals,0.0000,56.6980,0.0000,3.5801,0.0000,56.8109,,,,,,,,,,,,
24,009,860703,O,smhcost,0.0000,70.0000,30.0000,17.3359,-30.0000,72.1147,,,,,,,,,,,,
24,009,860703,O,smortg,0.0000,7.5071,2.4691,1.4585,-2.4691,7.6474,,,,,,,,,,,,
24,009,860703,O,smortg2d,19.3122,43.7047,29.4118,9.3481,-10.0996,44.6933,,,,,,,,,,,,
24,009,860703,O,smortgd,4.4085,6.5462,16.3793,4.1107,-11.9708,7.7298,,,,,,,,,,,,
24,009,860703,O,smovein,5.9909,2.8087,4.6875,1.7140,1.3034,3.2904,,,,,,,,,,,,
24,009,860703,O,soildx,15.5764,5.8352,16.6667,2.9622,-1.0903,6.5441,,,,,,,,,,,,
24,009,860703,O,srent,0.0000,56.6980,21.7391,10.5476,-21.7391,57.6708,,,,,,,,,,,,
24,009,860703,O,sroom,2.8174,4.1327,7.8125,2.2663,-4.9951,4.7133,,,,,,,,,,,,
24,009,860703,O,staxd,20.2478,6.9348,30.8642,4.3417,-10.6164,8.1818,,,,,,,,,,,,
24,009,860703,O,stel,1.9754,4.0409,3.6458,1.3270,-1.6704,4.2532,,,,,,,,,,,,
24,009,860703,O,stenure,1.7163,5.2887,3.6458,1.5198,-1.9295,5.5028,,,,,,,,,,,,
24,009,860703,O,svalue,4.1038,4.7058,14.8148,3.1572,-10.7110,5.6668,,,,,,,,,,,,
24,009,860703,O,swaterdx,9.0026,2.8762,21.8750,3.2858,-12.8724,4.3668,,,,,,,,,,,,
24,009,860703,O,syrblt,4.9870,2.6430,8.3333,2.3293,-3.3463,3.5229,,,,,,,,,,,,
24,009,860703,V,sacres,18.5654,69.0912,0.0000,3.3644,18.5654,69.1731,,,,,,,,,,,,
24,009,860703,V,sbedrm,18.5654,69.0912,58.3333,16.6531,-39.7679,71.0699,,,,,,,,,,,,
24,009,860703,V,sbiz,100.0000,70.0000,0.0000,3.3644,100.0000,70.0808,,,,,,,,,,,,
24,009,860703,V,sbldgsz,0.0000,70.0000,0.0000,4.0248,0.0000,70.1156,,,,,,,,,,,,
24,009,860703,V,sckitch,18.5654,69.0912,58.3333,13.9626,-39.7679,70.4880,,,,,,,,,,,,
24,009,860703,V,scplumb,18.5654,69.0912,58.3333,16.0487,-39.7679,70.9307,,,,,,,,,,,,
24,009,860703,V,sisvac,0.0000,70.0000,16.6667,15.2164,-16.6667,71.6348,,,,,,,,,,,,
24,009,860703,V,smeals,,,100.0000,8.5847,,,,,,,,,,,,,,
24,009,860703,V,srent,,,100.0000,8.5847,,,,,,,,,,,,,,
24,009,860703,V,sroom,18.5654,69.0912,58.3333,16.6531,-39.7679,71.0699,,,,,,,,,,,,
24,009,860703,V,svalue,,,,,,,,,,,,,,,,,,
24,009,860703,V,syrblt,31.6456,70.0000,58.3333,16.6196,-26.6877,71.9459,,,,,,,,,,,,
24,009,860801,O,sacres,3.2196,3.6584,8.5960,1.0817,-5.3764,3.8150,,,,,,,,,,,,
24,009,860801,O,sagsales,3.1147,4.3608,11.0320,1.3474,-7.9173,4.5642,,,,,,,,,,,,
24,009,860801,O,sautos,2.0171,3.5438,3.9437,1.2241,-1.9266,3.7493,,,,,,,,,,,,
24,009,860801,O,sbedrm,4.6160,2.3322,6.4789,1.5287,-1.8629,2.7886,,,,,,,,,,,,
24,009,860801,O,sbiz,0.6012,3.1854,9.1691,1.1137,-8.5679,3.3745,,,,,,,,,,,,
24,009,860801,O,sbldgsz,0.5431,3.1276,4.5070,1.0965,-3.9639,3.3142,,,,,,,,,,,,
24,009,860801,O,sckitch,0.0000,3.7608,3.0986,0.9023,-3.0986,3.8675,,,,,,,,,,,,
24,009,860801,O,scplumb,0.0000,3.7608,3.0986,1.0371,-3.0986,3.9012,,,,,,,,,,,,
24,009,860801,O,selecdx,4.9651,2.8303,12.6761,1.9448,-7.7110,3.4341,,,,,,,,,,,,
24,009,860801,O,sfuel,0.0000,3.7608,9.0141,1.6740,-9.0141,4.1165,,,,,,,,,,,,
24,009,860801,O,sgasdx,18.5415,4.4350,23.6620,2.4843,-5.1205,5.0834,,,,,,,,,,,,
24,009,860801,O,sincins,9.6474,3.8121,12.9412,2.5145,-3.2938,4.5667,,,,,,,,,,,,
24,009,860801,O,sinctax,7.5315,3.8558,11.3725,2.3784,-3.8410,4.5303,,,,,,,,,,,,
24,009,860801,O,sinsd,17.1416,4.3484,24.3590,2.9072,-7.2174,5.2307,,,,,,,,,,,,
24,009,860801,O,smeals,7.8431,40.3938,19.5122,7.5902,-11.6691,41.1007,,,,,,,,,,,,
24,009,860801,O,smhcost,,,100.0000,5.5827,,,,,,,,,,,,,,
24,009,860801,O,smortg,1.0928,3.4936,5.7692,1.5791,-4.6764,3.8339,,,,,,,,,,,,
24,009,860801,O,smortg2d,6.2352,9.8592,11.7647,4.6741,-5.5295,10.9110,,,,,,,,,,,,
24,009,860801,O,smortgd,10.5542,3.6982,17.6471,2.8559,-7.0929,4.6725,,,,,,,,,,,,
24,009,860801,O,smovein,1.2607,2.3870,4.5070,1.2372,-3.2463,2.6886,,,,,,,,,,,,
24,009,860801,O,soildx,5.4500,1.7565,19.4366,2.3131,-13.9866,2.9044,,,,,,,,,,,,
24,009,860801,O,srent,7.8431,40.3938,24.3902,8.2249,-16.5471,41.2226,,,,,,,,,,,,
24,009,860801,O,sroom,3.9178,2.2148,7.3239,1.6180,-3.4061,2.7429,,,,,,,,,,,,
24,009,860801,O,staxd,14.2918,3.4206,22.1154,2.8108,-7.8236,4.4273,,,,,,,,,,,,
24,009,860801,O,stel,0.0000,3.7608,3.0986,0.9023,-3.0986,3.8675,,,,,,,,,,,,
24,009,860801,O,stenure,1.1443,2.4117,4.5070,1.2372,-3.3627,2.7105,,,,,,,,,,,,
24,009,860801,O,svalue,6.4281,2.6103,9.9359,1.9157,-3.5078,3.2378,,,,,,,,,,,,
24,009,860801,O,swaterdx,8.4562,2.2464,19.4366,2.3131,-10.9804,3.2244,,,,,,,,,,,,
24,009,860801,O,syrblt,1.9395,0.9941,6.7606,1.5561,-4.8211,1.8465,,,,,,,,,,,,
24,009,860801,V,sacres,8.2312,28.4133,6.8966,3.3924,1.3346,28.6151,,,,,,,,,,,,
24,009,860801,V,sbedrm,8.2312,28.4133,24.1379,9.2982,-15.9067,29.8960,,,,,,,,,,,,
24,009,860801,V,sbiz,91.7688,37.4325,17.2414,5.0571,74.5274,37.7725,,,,,,,,,,,,
24,009,860801,V,sbldgsz,0.0000,33.9592,0.0000,2.5890,0.0000,34.0578,,,,,,,,,,,,
24,009,860801,V,sckitch,8.2312,28.4133,17.2414,6.8817,-9.0102,29.2348,,,,,,,,,,,,
24,009,860801,V,scplumb,0.0000,33.9592,17.2414,7.9099,-17.2414,34.8683,,,,,,,,,,,,
24,009,860801,V,sisvac,0.0000,33.9592,0.0000,3.6770,0.0000,34.1577,,,,,,,,,,,,
24,009,860801,V,smeals,,,,,,,,,,,,,,,,,,
24,009,860801,V,srent,,,,,,,,,,,,,,,,,,
24,009,860801,V,sroom,0.0000,33.9592,24.1379,9.2982,-24.1379,35.2092,,,,,,,,,,,,
24,009,860801,V,svalue,0.0000,70.0000,0.0000,11.1981,0.0000,70.8900,,,,,,,,,,,,
24,009,860801,V,syrblt,15.4116,22.6523,17.2414,8.1913,-1.8298,24.0878,,,,,,,,,,,,
24,009,860802,O,sacres,2.7300,3.9892,7.4434,1.0765,-4.7134,4.1319,,,,,,,,,,,,
24,009,860802,O,sagsales,6.3858,11.9957,13.4021,2.4938,-7.0163,12.2521,,,,,,,,,,,,
24,009,860802,O,sautos,3.2231,3.1960,5.4313,1.5180,-2.2082,3.5381,,,,,,,,,,,,
24,009,860802,O,sbedrm,2.5700,3.0766,5.1118,1.4566,-2.5418,3.4040,,,,,,,,,,,,
24,009,860802,O,sbiz,2.6440,3.1989,6.4725,1.0091,-3.8285,3.3543,,,,,,,,,,,,
24,009,860802,O,sbldgsz,2.6543,3.0872,4.7923,1.2024,-2.1380,3.3131,,,,,,,,,,,,
24,009,860802,O,sckitch,2.0434,3.8293,2.5559,0.8751,-0.5125,3.9280,,,,,,,,,,,,
24,009,860802,O,scplumb,2.0434,3.8293,2.5559,1.0059,-0.5125,3.9592,,,,,,,,,,,,
24,009,860802,O,selecdx,10.3855,4.6344,15.6550,2.2621,-5.2695,5.1570,,,,,,,,,,,,
24,009,860802,O,sfuel,2.0434,3.8293,7.3482,1.6243,-5.3048,4.1595,,,,,,,,,,,,
24,009,860802,O,sgasdx,14.2827,3.8667,27.7955,2.7888,-13.5128,4.7674,,,,,,,,,,,,
24,009,860802,O,sincins,7.7371,3.8109,15.6780,2.8314,-7.9409,4.7476,,,,,,,,,,,,
24,009,860802,O,sinctax,3.8524,4.7192,14.4068,2.7345,-10.5544,5.4542,,,,,,,,,,,,
24,009,860802,O,sinsd,19.9693,4.5799,27.5735,3.2415,-7.6042,5.6110,,,,,,,,,,,,
24,009,860802,O,smeals,0.0000,23.6184,2.1622,2.9324,-2.1622,23.7998,,,,,,,,,,,,
24,009,860802,O,smhcost,,,,,,,,,,,,,,,,,,
24,009,860802,O,smortg,3.0427,3.7239,7.3529,1.8932,-4.3102,4.1776,,,,,,,,,,,,
24,009,860802,O,smortg2d,14.0179,8.8518,13.7255,5.7644,0.2924,10.5632,,,,,,,,,,,,
24,009,860802,O,smortgd,6.7983,3.6785,16.9492,2.9216,-10.1509,4.6976,,,,,,,,,,,,
24,009,860802,O,smovein,7.6259,3.2119,5.4313,1.4393,2.1946,3.5197,,,,,,,,,,,,
24,009,860802,O,soildx,9.0794,3.2799,22.3642,2.5939,-13.2848,4.1816,,,,,,,,,,,,
24,009,860802,O,srent,0.0000,23.6184,2.1622,2.9324,-2.1622,23.7998,,,,,,,,,,,,
24,009,860802,O,sroom,4.1079,3.6262,5.4313,1.4990,-1.3234,3.9238,,,,,,,,,,,,
24,009,860802,O,staxd,19.2023,4.6193,21.6912,2.9895,-2.4889,5.5023,,,,,,,,,,,,
24,009,860802,O,stel,2.0434,3.8293,2.8754,0.9267,-0.8320,3.9398,,,,,,,,,,,,
24,009,860802,O,stenure,4.6134,2.8826,4.7923,1.3566,-0.1789,3.1859,,,,,,,,,,,,
24,009,860802,O,svalue,12.8356,4.1148,8.8235,1.9454,4.0121,4.5515,,,,,,,,,,,,
24,009,860802,O,swaterdx,5.8142,3.8478,19.4888,2.4659,-13.6746,4.5702,,,,,,,,,,,,
24,009,860802,O,syrblt,9.3533,3.7948,6.7093,1.6514,2.6440,4.1386,,,,,,,,,,,,
24,009,860802,V,sacres,0.0000,24.1178,3.7736,1.8871,-3.7736,24.1915,,,,,,,,,,,,
24,009,860802,V,sbedrm,0.0000,24.1178,3.7736,3.0628,-3.7736,24.3115,,,,,,,,,,,,
24,009,860802,V,sbiz,71.1443,26.4927,7.5472,2.6159,63.5971,26.6216,,,,,,,,,,,,
24,009,860802,V,sbldgsz,0.0000,24.1178,0.0000,1.9151,0.0000,24.1937,,,,,,,,,,,,
24,009,860802,V,sckitch,0.0000,24.1178,3.7736,2.5680,-3.7736,24.2541,,,,,,,,,,,,
24,009,860802,V,scplumb,0.0000,24.1178,7.5472,4.0916,-7.5472,24.4624,,,,,,,,,,,,
24,009,860802,V,sisvac,0.0000,24.1178,0.0000,2.7199,0.0000,24.2707,,,,,,,,,,,,
24,009,860802,V,smeals,,,0.0000,12.1405,,,,,,,,,,,,,,
24,009,860802,V,srent,,,100.0000,12.1405,,,,,,,,,,,,,,
24,009,860802,V,sroom,5.0995,20.4145,3.7736,3.0628,1.3259,20.6430,,,,,,,,,,,,
24,009,860802,V,svalue,0.0000,70.0000,33.3333,21.7696,-33.3333,73.3070,,,,,,,,,,,,
24,009,860802,V,syrblt,8.0846,20.9000,7.5472,4.2371,0.5374,21.3252,,,,,,,,,,,,
24,009,860900,O,sacres,2.3471,1.1416,7.9254,0.9403,-5.5783,1.4790,,,,,,,,,,,,
24,009,860900,O,sagsales,3.4878,8.1893,12.3377,1.9106,-8.8499,8.4092,,,,,,,,,,,,
24,009,860900,O,sautos,0.9347,1.7802,4.9383,1.1647,-4.0036,2.1273,,,,,,,,,,,,
24,009,860900,O,sbedrm,2.5351,1.1188,7.2016,1.3721,-4.6665,1.7704,,,,,,,,,,,,
24,009,860900,O,sbiz,2.8261,1.2393,6.7599,0.8739,-3.9338,1.5164,,,,,,,,,,,,
24,009,860900,O,sbldgsz,1.0763,0.6499,4.5267,0.9391,-3.4504,1.1421,,,,,,,,,,,,
24,009,860900,O,sckitch,1.2604,0.7417,3.0864,0.7697,-1.8260,1.0689,,,,,,,,,,,,
24,009,860900,O,scplumb,1.2604,0.7417,3.2922,0.9127,-2.0318,1.1761,,,,,,,,,,,,
24,009,860900,O,selecdx,5.1692,1.7128,13.9918,1.7331,-8.8226,2.4367,,,,,,,,,,,,
24,009,860900,O,sfuel,1.8553,0.8292,7.4074,1.3084,-5.5521,1.5490,,,,,,,,,,,,
24,009,860900,O,sgasdx,11.0466,2.4494,26.9547,2.2168,-15.9081,3.3036,,,,,,,,,,,,
24,009,860900,O,sincins,2.2133,3.0437,16.4912,2.6297,-14.2779,4.0224,,,,,,,,,,,,
24,009,860900,O,sinctax,1.5776,2.9738,15.4386,2.5604,-13.8610,3.9242,,,,,,,,,,,,
24,009,860900,O,sinsd,14.6794,3.3002,33.3333,2.9239,-18.6539,4.4092,,,,,,,,,,,,
24,009,860900,O,smeals,4.0924,7.7410,9.6154,3.5452,-5.5230,8.5142,,,,,,,,,,,,
24,009,860900,O,smhcost,,,80.0000,15.1320,,,,,,,,,,,,,,
24,009,860900,O,smortg,0.5512,3.0175,8.3333,1.7143,-7.7821,3.4705,,,,,,,,,,,,
24,009,860900,O,smortg2d,6.9109,10.2235,12.1622,4.5454,-5.2513,11.1884,,,,,,,,,,,,
24,009,860900,O,smortgd,2.3781,3.0820,20.0000,2.8345,-17.6219,4.1873,,,,,,,,,,,,
24,009,860900,O,smovein,1.5579,1.8353,5.9671,1.2073,-4.4092,2.1968,,,,,,,,,,,,
24,009,860900,O,soildx,9.2055,2.3453,21.3992,2.0489,-12.1937,3.1142,,,,,,,,,,,,
24,009,860900,O,srent,4.0924,7.7410,22.1154,4.9909,-18.0230,9.2105,,,,,,,,,,,,
24,009,860900,O,sroom,2.4642,1.0218,5.7613,1.2368,-3.2971,1.6043,,,,,,,,,,,,
24,009,860900,O,staxd,13.0443,3.2678,30.3763,2.8524,-17.3320,4.3376,,,,,,,,,,,,
24,009,860900,O,stel,0.9347,1.7802,2.6749,0.7180,-1.7402,1.9195,,,,,,,,,,,,
24,009,860900,O,stenure,0.8781,1.6553,4.5267,1.0596,-3.6486,1.9654,,,,,,,,,,,,
24,009,860900,O,svalue,4.1337,1.6346,11.8280,1.8940,-7.6943,2.5018,,,,,,,,,,,,
24,009,860900,O,swaterdx,8.1150,2.3052,19.5473,1.9812,-11.4323,3.0396,,,,,,,,,,,,
24,009,860900,O,syrblt,7.5060,2.1585,7.6132,1.4048,-0.1072,2.5754,,,,,,,,,,,,
24,009,860900,V,sacres,5.3613,18.9094,0.0000,1.2519,5.3613,18.9508,,,,,,,,,,,,
24,009,860900,V,sbedrm,18.6244,13.8123,21.9178,5.6656,-3.2934,14.9291,,,,,,,,,,,,
24,009,860900,V,sbiz,78.0886,32.6712,1.2308,1.2519,76.8578,32.6951,,,,,,,,,,,,
24,009,860900,V,sbldgsz,0.0000,14.9851,1.0959,1.6318,-1.0959,15.0737,,,,,,,,,,,,
24,009,860900,V,sckitch,2.6275,12.7507,12.3288,3.7751,-9.7013,13.2978,,,,,,,,,,,,
24,009,860900,V,scplumb,2.6275,12.7507,12.3288,4.3392,-9.7013,13.4688,,,,,,,,,,,,
24,009,860900,V,sisvac,3.5549,12.5216,0.0000,2.3176,3.5549,12.7343,,,,,,,,,,,,
24,009,860900,V,smeals,,,31.5789,13.0780,,,,,,,,,,,,,,
24,009,860900,V,srent,,,42.1053,13.8911,,,,,,,,,,,,,,
24,009,860900,V,sroom,23.6476,11.9245,19.1781,5.3919,4.4695,13.0869,,,,,,,,,,,,
24,009,860900,V,svalue,0.0000,70.0000,25.0000,17.3176,-25.0000,72.1103,,,,,,,,,,,,
24,009,860900,V,syrblt,31.6074,14.4661,23.2877,5.7769,8.3197,15.5769,,,,,,,,,,,,
24,009,861001,O,sacres,0.0000,14.2999,7.0588,2.0029,-7.0588,14.4395,,,,,,,,,,,,
24,009,861001,O,sagsales,0.0000,27.8203,4.8780,2.4254,-4.8780,27.9258,,,,,,,,,,,,
24,009,861001,O,sautos,0.0000,14.2999,7.0588,3.2922,-7.0588,14.6740,,,,,,,,,,,,
24,009,861001,O,sbedrm,0.0000,14.2999,7.0588,3.2508,-7.0588,14.6648,,,,,,,,,,,,
24,009,861001,O,sbiz,0.0000,14.2999,7.0588,2.0029,-7.0588,14.4395,,,,,,,,,,,,
24,009,861001,O,sbldgsz,0.0000,14.2999,4.7059,2.2875,-4.7059,14.4817,,,,,,,,,,,,
24,009,861001,O,sckitch,0.0000,14.2999,7.0588,2.7256,-7.0588,14.5574,,,,,,,,,,,,
24,009,861001,O,scplumb,0.0000,14.2999,7.0588,3.1328,-7.0588,14.6391,,,,,,,,,,,,
24,009,861001,O,selecdx,2.8761,12.0372,14.1176,4.1596,-11.2415,12.7357,,,,,,,,,,,,
24,009,861001,O,sfuel,0.0000,14.2999,10.5882,3.6756,-10.5882,14.7648,,,,,,,,,,,,
24,009,861001,O,sgasdx,15.5605,5.8829,23.5294,5.0672,-7.9689,7.7643,,,,,,,,,,,,
24,009,861001,O,sincins,2.5391,15.9513,12.5000,4.9454,-9.9609,16.7003,,,,,,,,,,,,
24,009,861001,O,sinctax,0.0000,18.9362,12.5000,4.9454,-12.5000,19.5714,,,,,,,,,,,,
24,009,861001,O,sinsd,7.2419,9.1624,23.0769,5.7070,-15.8350,10.7944,,,,,,,,,,,,
24,009,861001,O,smeals,0.0000,70.0000,0.0000,8.5847,0.0000,70.5244,,,,,,,,,,,,
24,009,861001,O,smhcost,,,,,,,,,,,,,,,,,,
24,009,861001,O,smortg,0.0000,14.9389,5.1282,2.9877,-5.1282,15.2348,,,,,,,,,,,,
24,009,861001,O,smortg2d,0.0000,70.0000,30.7692,10.8282,-30.7692,70.8325,,,,,,,,,,,,
24,009,861001,O,smortgd,0.0000,18.9362,14.0625,5.1984,-14.0625,19.6368,,,,,,,,,,,,
24,009,861001,O,smovein,2.5811,12.1884,4.7059,2.5808,-2.1248,12.4587,,,,,,,,,,,,
24,009,861001,O,soildx,13.4218,5.3105,14.1176,4.1596,-0.6958,6.7456,,,,,,,,,,,,
24,009,861001,O,srent,0.0000,70.0000,0.0000,8.5847,0.0000,70.5244,,,,,,,,,,,,
24,009,861001,O,sroom,1.5487,11.9894,7.0588,3.2508,-5.5101,12.4223,,,,,,,,,,,,
24,009,861001,O,staxd,6.0092,9.6424,14.1026,4.7144,-8.0934,10.7332,,,,,,,,,,,,
24,009,861001,O,stel,1.8437,12.0448,4.7059,2.2535,-2.8622,12.2538,,,,,,,,,,,,
24,009,861001,O,stenure,0.0000,14.2999,7.0588,3.1215,-7.0588,14.6367,,,,,,,,,,,,
24,009,861001,O,svalue,0.0000,14.9389,11.5385,4.0920,-11.5385,15.4892,,,,,,,,,,,,
24,009,861001,O,swaterdx,9.8083,4.5759,21.1765,4.8806,-11.3682,6.6902,,,,,,,,,,,,
24,009,861001,O,syrblt,0.0000,14.2999,4.7059,2.6823,-4.7059,14.5493,,,,,,,,,,,,
24,009,861001,V,sacres,0.0000,70.0000,0.0000,2.3790,0.0000,70.0404,,,,,,,,,,,,
24,009,861001,V,sbedrm,0.0000,70.0000,4.4444,5.6837,-4.4444,70.2304,,,,,,,,,,,,
24,009,861001,V,sbiz,29.8387,70.0000,0.0000,2.3790,29.8387,70.0404,,,,,,,,,,,,
24,009,861001,V,sbldgsz,0.0000,70.0000,0.0000,3.2862,0.0000,70.0771,,,,,,,,,,,,
24,009,861001,V,sckitch,0.0000,70.0000,0.0000,3.2374,0.0000,70.0748,,,,,,,,,,,,
24,009,861001,V,scplumb,0.0000,70.0000,0.0000,3.7211,0.0000,70.0988,,,,,,,,,,,,
24,009,861001,V,sisvac,0.0000,70.0000,0.0000,4.6672,0.0000,70.1554,,,,,,,,,,,,
24,009,861001,V,smeals,,,,,,,,,,,,,,,,,,
24,009,861001,V,srent,,,,,,,,,,,,,,,,,,
24,009,861001,V,sroom,0.0000,70.0000,4.4444,5.6837,-4.4444,70.2304,,,,,,,,,,,,
24,009,861001,V,svalue,,,0.0000,17.7058,,,,,,,,,,,,,,
24,009,861001,V,syrblt,0.0000,70.0000,4.4444,5.6723,-4.4444,70.2294,,,,,,,,,,,,
24,009,861002,O,sacres,1.1777,0.5969,6.1069,0.6158,-4.9292,0.8576,,,,,,,,,,,,
24,009,861002,O,sagsales,3.2437,15.0766,13.4615,3.4124,-10.2178,15.4579,,,,,,,,,,,,
24,009,861002,O,sautos,1.1026,0.9832,5.1597,0.9188,-4.0571,1.3457,,,,,,,,,,,,
24,009,861002,O,sbedrm,3.1582,0.7996,7.7396,1.0959,-4.5814,1.3566,,,,,,,,,,,,
24,009,861002,O,sbiz,1.4782,0.5630,4.8346,0.5516,-3.3564,0.7882,,,,,,,,,,,,
24,009,861002,O,sbldgsz,1.3468,0.5802,2.4570,0.5404,-1.1102,0.7929,,,,,,,,,,,,
24,009,861002,O,sckitch,0.4253,1.2862,2.8256,0.5698,-2.4003,1.4067,,,,,,,,,,,,
24,009,861002,O,scplumb,0.4253,1.2862,2.5799,0.6266,-2.1546,1.4307,,,,,,,,,,,,
24,009,861002,O,selecdx,6.7260,1.6636,11.5479,1.2337,-4.8219,2.0711,,,,,,,,,,,,
24,009,861002,O,sfuel,1.1656,1.0268,5.4054,0.8729,-4.2398,1.3477,,,,,,,,,,,,
24,009,861002,O,sgasdx,14.0112,1.9969,28.7469,1.7471,-14.7357,2.6533,,,,,,,,,,,,
24,009,861002,O,sincins,11.1414,2.4947,15.9609,1.7682,-4.8195,3.0578,,,,,,,,,,,,
24,009,861002,O,sinctax,5.3285,1.7726,16.2866,1.7826,-10.9581,2.5139,,,,,,,,,,,,
24,009,861002,O,sinsd,19.7810,2.6732,35.1312,2.1804,-15.3502,3.4497,,,,,,,,,,,,
24,009,861002,O,smeals,8.5144,9.4888,6.6667,2.7926,1.8477,9.8913,,,,,,,,,,,,
24,009,861002,O,smhcost,,,,,,,,,,,,,,,,,,
24,009,861002,O,smortg,3.5766,1.2478,8.8921,1.3000,-5.3155,1.8019,,,,,,,,,,,,
24,009,861002,O,smortg2d,6.4929,2.9933,15.9722,3.6522,-9.4793,4.7221,,,,,,,,,,,,
24,009,861002,O,smortgd,10.5863,2.5150,19.3811,1.9084,-8.7948,3.1571,,,,,,,,,,,,
24,009,861002,O,smovein,3.7410,0.8137,4.6683,0.8308,-0.9273,1.1629,,,,,,,,,,,,
24,009,861002,O,soildx,11.6248,1.9247,23.8329,1.6447,-12.2081,2.5317,,,,,,,,,,,,
24,009,861002,O,srent,8.5144,9.4888,11.6667,3.5939,-3.1523,10.1466,,,,,,,,,,,,
24,009,861002,O,sroom,2.2052,0.6371,6.1425,0.9848,-3.9373,1.1729,,,,,,,,,,,,
24,009,861002,O,staxd,17.6186,2.6043,30.7580,2.1078,-13.1394,3.3504,,,,,,,,,,,,
24,009,861002,O,stel,0.1890,1.2643,2.8256,0.5698,-2.6366,1.3868,,,,,,,,,,,,
24,009,861002,O,stenure,1.3625,1.0191,4.9140,0.8513,-3.5515,1.3279,,,,,,,,,,,,
