,,Vehicle balance, (809), (789), (443), (290), (635), (593),"-1,137",,"(1,231)",3,"(1,293)",1,"(1,261)",0,"(1,804)",0,"(2,447)",35.6%,2%,"(2,173)",-11.2%,"(3,360)",(0),"(4,084)",21.6%,"(3,938)",-3.6%,"(4,880)",23.9%,"(3,938)",-19.3%,"(2,706)",-31.3%,,-100.0%,(525),(760),44.8%,,-100.0%,"(3,176)","(3,014)",-5.1%,3%,310%,,-100.0%,"(3,176)","(3,014)",-5.1%,4%,332%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,448,475,432,53,59, 654 ,722,,707 ,12,752 ,0,844 ,0,"1,191 ",0,"1,241 ",4.2%,2%,"1,236 ",-0.4%,"1,072 ",-13.3%,"1,061 ",-1.0%,994,-6.4%,844,-15.0%,872 ,3.3%,999 ,14.6%,,-100.0%,256 ,272 ,6.4%,,-100.0%,635 ,653 ,2.9%,2%,261%,,-100.0%,635 ,653 ,2.9%,1%,150%,,
,,Parts imports,640,590,485,528,517, 574 ,609,,652 ,0,809 ,0,"1,031 ",1,"1,118 ",0,"1,190 ",6.4%,2%,976 ,-18.0%,"1,106 ",13.3%,"1,068 ",-3.4%,"1,045",-2.2%,"1,126",7.8%,"1,047 ",-7.0%,949 ,-9.3%,,-100.0%,246 ,233 ,-5.5%,,-100.0%,849 ,793 ,-6.6%,1%,202%,,-100.0%,849 ,793 ,-6.6%,1%,164%,,
,,Parts balance, (192), (115), (53), (475), (458), 80 ,113,,56 ,-1,(56),-2,(187),-4,72 ,-1,51 ,-29.0%,-1%,260 ,406.6%,(34),(0),(6),-81.1%,(51),687.7%,(282),453.6%,(175),-37.7%,50 ,-128.2%,,-100.0%,10 ,40 ,308.0%,,-100.0%,(214),(140),-34.6%,0%,-45%,,-100.0%,(214),(140),-34.6%,1%,-12%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Total exports, 597 , 629 , 532 , 178 , 220 ," 1,119 ","1,027",,"1,007 ",5,"1,100 ",0,"1,394 ",0,"1,741 ",0,"1,596 ",-8.3%,2%,"1,787 ",12.0%,"1,737 ",0 ,"2,006 ",15.5%,"1,903 ",-5.2%,"1,704 ",-10.5%,"1,926 ",13.1%,"2,392 ",24.2%,,-100.0%,510 ,527 ,3.4%,,-100.0%,"1,294 ","1,519 ",17.4%,2%,254%,,-100.0%,"1,294 ","1,519 ",17.4%,2%,199%,,
,,Total imports," 1,598 "," 1,533 "," 1,027 ", 942 ," 1,313 "," 1,631 ","2,051",,"2,182 ",1,"2,450 ",1,"2,842 ",0,"3,473 ",0,"3,992 ",15.0%,2%,"3,700 ",-7.3%,"5,131 ",1 ,"6,097 ",18.8%,"5,892 ",-3.4%,"6,866 ",16.5%,"6,040 ",-12.0%,"5,049 ",-16.4%,,-100.0%,"1,025 ","1,248 ",21.7%,,-100.0%,"4,684 ","4,674 ",-0.2%,2%,260%,,-100.0%,"4,684 ","4,674 ",-0.2%,3%,279%,,
,,Total Balance," (1,001)", (904), (496), (765)," (1,093)", (513),"-1,024",,"(1,175)",1,"(1,350)",2,"(1,448)",0,"(1,732)",0,"(2,395)",38.3%,2%,"(1,913)",-20.1%,"(3,394)",(1),"(4,090)",20.5%,"(3,989)",-2.5%,"(5,162)",29.4%,"(4,114)",-20.3%,"(2,657)",-35.4%,,-100.0%,(515),(720),39.8%,,-100.0%,"(3,390)","(3,154)",-7.0%,2%,265%,,-100.0%,"(3,390)","(3,154)",-7.0%,3%,348%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,Selected EUROPEAN UNION(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Vehicle exports,,,,,," 2,040 ","1,897",,"2,390 ",#DIV/0!,"2,780 ",0,"3,220 ",0,"2,999 ",0,"2,247 ",-25.1%,13%,"3,078 ",37.0%,"4,078 ",32.5%,"5,697 ",39.7%,"6,079",6.7%,"5,867",-3.5%,"7,843 ",33.7%,"11,620 ",48.2%,,-100.0%,"2,266 ","2,919 ",28.8%,,-100.0%,"4,211 ","5,970 ",41.8%,21%,#DIV/0!,,-100.0%,"4,211 ","5,970 ",41.8%,17%,238%,,
,,Vehicle imports,,,,,," 9,313 ","10,778",,"11,836 ",#DIV/0!,"13,890 ",0,"16,801 ",0,"20,451 ",0,"22,182 ",8.5%,18%,"22,989 ",3.6%,"26,236 ",14.1%,"29,981 ",14.3%,"30,968",3.3%,"31,359",1.3%,"30,732 ",-2.0%,"30,407 ",-1.1%,,-100.0%,"6,752 ","7,619 ",12.8%,,-100.0%,"21,842 ","21,854 ",0.1%,20%,#DIV/0!,,-100.0%,"21,842 ","21,854 ",0.1%,19%,253%,,
,,Vehicle balance, -   , -   , -   , -   , -   ," (7,273)","-8,881",,"(9,446)",#DIV/0!,"(11,110)",1,"(13,581)",0,"(17,452)",0,"(19,935)",14.2%,19%,"(19,911)",-0.1%,"(22,158)",0 ,"(24,284)",9.6%,"(24,889)",2.5%,"(25,492)",2.4%,"(22,889)",-10.2%,"(18,787)",-17.9%,,-100.0%,"(4,486)","(4,700)",4.8%,,-100.0%,"(17,631)","(15,883)",-9.9%,20%,#DIV/0!,,-100.0%,"(17,631)","(15,883)",-9.9%,20%,257%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,"1,458","1,701","1,839","2,206","2,483"," 2,773 ","4,231",,"4,145 ",1,"4,121 ",0,"4,434 ",0,"4,609 ",0,"4,848 ",5.2%,9%,"5,048 ",4.1%,"4,492 ",-11.0%,"4,345 ",-3.3%,"4,615",6.2%,"5,071",9.9%,"5,501 ",8.5%,"5,517 ",0.3%,,-100.0%,"1,457 ","1,431 ",-1.8%,,-100.0%,"3,818 ","4,097 ",7.3%,10%,285%,,-100.0%,"3,818 ","4,097 ",7.3%,9%,105%,,
,,Parts imports,"4,224","4,391","3,859","3,927","4,100"," 4,501 ","5,179",,"5,483 ",0,"5,877 ",0,"6,737 ",0,"7,451 ",0,"7,716 ",3.5%,12%,"7,375 ",-4.4%,"8,425 ",14.2%,"9,858 ",17.0%,"11,009",11.7%,"12,099",9.9%,"12,339 ",2.0%,"13,218 ",7.1%,,-100.0%,"3,104 ","3,097 ",-0.2%,,-100.0%,"9,083 ","9,454 ",4.1%,13%,176%,,-100.0%,"9,083 ","9,454 ",4.1%,13%,180%,,
,,Parts balance," (2,766)"," (2,690)"," (2,020)"," (1,721)"," (1,617)"," (1,728)",-948,,"(1,338)",0,"(1,756)",0,"(2,303)",1,"(2,843)",0,"(2,868)",0.9%,24%,"(2,327)",-18.9%,"(3,932)",(0),"(5,513)",40.2%,"(6,394)",16.0%,"(7,028)",9.9%,"(6,838)",-2.7%,"(7,701)",12.6%,,-100.0%,"(1,647)","(1,666)",1.1%,,-100.0%,"(5,265)","(5,357)",1.7%,18%,107%,,-100.0%,"(5,265)","(5,357)",1.7%,19%,412%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Total exports," 1,458 "," 1,701 "," 1,839 "," 2,206 "," 2,483 "," 4,813 ","6,128",,"6,535 ",2,"6,901 ",0,"7,654 ",0,"7,608 ",0,"7,095 ",-6.7%,10%,"8,126 ",14.5%,"8,570 ",0 ,"10,042 ",17.2%,"10,694 ",6.5%,"10,938 ",2.3%,"13,344 ",22.0%,"17,137 ",28.4%,,-100.0%,"3,723 ","4,350 ",16.9%,,-100.0%,"8,029 ","10,067 ",25.4%,15%,417%,,-100.0%,"8,029 ","10,067 ",25.4%,13%,154%,,
,,Total imports," 4,224 "," 4,391 "," 3,859 "," 3,927 "," 4,100 "," 13,814 ","15,957",,"17,319 ",3,"19,767 ",0,"23,538 ",0,"27,903 ",0,"29,898 ",7.2%,16%,"30,364 ",1.6%,"34,661 ",0 ,"39,839 ",14.9%,"41,977 ",5.4%,"43,458 ",3.5%,"43,071 ",-0.9%,"43,625 ",1.3%,,-100.0%,"9,856 ","10,716 ",8.7%,,-100.0%,"30,925 ","31,307 ",1.2%,17%,681%,,-100.0%,"30,925 ","31,307 ",1.2%,17%,230%,,
,,Total Balance," (2,766)"," (2,690)"," (2,020)"," (1,721)"," (1,617)"," (9,001)","-9,829",,"(10,784)",5,"(12,866)",0,"(15,884)",0,"(20,295)",0,"(22,803)",12.4%,20%,"(22,237)",-2.5%,"(26,091)",(0),"(29,797)",14.2%,"(31,283)",5.0%,"(32,521)",4.0%,"(29,727)",-8.6%,"(26,487)",-10.9%,,-100.0%,"(6,133)","(6,366)",3.8%,,-100.0%,"(22,896)","(21,241)",-7.2%,19%,848%,,-100.0%,"(22,896)","(21,241)",-7.2%,20%,276%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,Country,,1989,1990,1991,1992,1993,1994,1995,,1996, % chg,1997, % chg,1998, % chg,1999, % chg,2000, % chg,% World '99,2001,%chg,2002,%chg,2003,%chg,2004,%chg,2005,%chg,2006,%chg,2007,%chg,,%chg,YTD 2007,YTD 2008,% chg,,%chg,YTD 2005,YTD 2006,% chg,% World '00,101%,,%chg,YTD 2005,YTD 2006,% chg,% World '00,100%,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Vehicle exports,13,3,8,162,632, 197 ,67,,26 ,(1),64 ,-68%,25 ,-4%,14 ,-44%,18 ,30%,0 ,22 ,22%,28 ,26.8%,69 ,143.7%,130,89.7%,378,190.8%,518 ,37.1%,693 ,33.7%,,-100.0%,130 ,220 ,69.9%,,-100.0%,264 ,358 ,35.3%,2%,674%,,-100.0%,264 ,358 ,35.3%,1%,264%,,
,,Vehicle imports,0,0,0,0,0, 2 ,0,,0 ,(1),1 ,-50%,0 ,#DIV/0!,0 ,363%,1 ,67%,0 ,1 ,22%,3 ,200.6%,2 ,-35.3%,5,199.9%,5,7.0%,8 ,47.1%,15 ,92.9%,,-100.0%,5 ,5 ,-0.5%,,-100.0%,4 ,6 ,72.3%,0%,2043%,,-100.0%,4 ,6 ,72.3%,0%,#DIV/0!,,
,,Vehicle balance, 13 , 3 , 8 , 162 , 631 , 195 ,67,,26 ,(1),63 ,-68%,25 ,-4%,14 ,-45%,18 ,28%,(0),21 ,22%,26 ,(2),67 ,161.3%,125 ,87.0%,373 ,197.9%,511 ,37.0%,678 ,32.8%,,-100.0%,125 ,216 ,72.6%,,-100.0%,261 ,352 ,34.8%,-1%,656%,,-100.0%,261 ,352 ,34.8%,0%,257%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,24,26,55,83,22, 179 ,83,,130 ,1 ,311 ,74%,132 ,2%,251 ,90%,225 ,-10%,0 ,258 ,15%,344 ,33.5%,510 ,48.4%,636,24.6%,623,-2.0%,815 ,30.8%,"1,130 ",38.6%,,-100.0%,268 ,244 ,-9.2%,,-100.0%,477 ,604 ,26.7%,2%,865%,,-100.0%,477 ,604 ,26.7%,1%,392%,,
,,Parts imports,57,94,159,259,339, 558 ,633,,711 ,2 ,795 ,42%,"1,037 ",46%,"1,284 ",24%,"1,635 ",27%,0 ,"1,758 ",8%,"2,242 ",27.5%,"2,788 ",24.4%,"3,884",39.3%,"5,408",39.2%,"6,928 ",28.1%,"8,525 ",23.1%,,-100.0%,"1,947 ","2,077 ",6.7%,,-100.0%,"3,990 ","5,151 ",29.1%,9%,1731%,,-100.0%,"3,990 ","5,151 ",29.1%,7%,392%,,
,,Parts balance, (33), (68), (104), (176), (318), (379),-550,,(581),2 ,(484),28%,(905),56%,"(1,033)",14%,"(1,410)",37%,0 ,"(1,501)",6%,"(1,898)",0 ,"(2,278)",20.0%,"(3,249)",42.6%,"(4,784)",47.3%,"(6,112)",27.8%,"(7,395)",21.0%,,-100.0%,"(1,679)","(1,834)",9.2%,,-100.0%,"(3,513)","(4,547)",29.4%,20%,2059%,,-100.0%,"(3,513)","(4,547)",29.4%,16%,392%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Total exports, 37 , 29 , 63 , 245 , 653 , 376 ,150,,156 ,(0),375 ,0%,157 ,1%,265 ,69%,243 ,-8%,0 ,280 ,15%,372 ,1 ,579 ,55.6%,766 ,32.3%,"1,001 ",30.8%,"1,334 ",33.2%,"1,823 ",36.7%,,-100.0%,398 ,464 ,16.6%,,-100.0%,741 ,961 ,29.8%,2%,847%,,-100.0%,741 ,961 ,29.8%,1%,371%,,
,,Total imports, 57 , 95 , 159 , 259 , 340 , 560 ,633,,711 ,2 ,796 ,42%,"1,037 ",46%,"1,284 ",24%,"1,636 ",27%,0 ,"1,759 ",8%,"2,244 ",2 ,"2,790 ",24.3%,"3,889 ",39.4%,"5,413 ",39.2%,"6,935 ",28.1%,"8,540 ",23.1%,,-100.0%,"1,952 ","2,082 ",6.6%,,-100.0%,"3,993 ","5,157 ",29.1%,3%,1731%,,-100.0%,"3,993 ","5,157 ",29.1%,3%,392%,,
,,Total Balance, (20), (66), (96), (14), 314 , (184),-483,,(555),38 ,(421),129%,(880),59%,"(1,019)",16%,"(1,393)",37%,0 ,"(1,480)",6%,"(1,872)",(2),"(2,211)",18.1%,"(3,124)",41.3%,"(4,412)",41.2%,"(5,602)",27.0%,"(6,717)",19.9%,,-100.0%,"(1,554)","(1,618)",4.1%,,-100.0%,"(3,252)","(4,195)",29.0%,5%,2116%,,-100.0%,"(3,252)","(4,195)",29.0%,4%,398%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Vehicle exports,501,934,719,881,"1,153"," 2,024 ","3,102",,"2,668 ",2 ,"1,622 ",-20%,"1,165 ",-56%,824 ,-29%,804 ,-2%,0 ,609 ,-24%,468 ,-23.3%,474 ,1.5%,493,3.9%,557,13.0%,477 ,-14.3%,550 ,15.2%,,-100.0%,109 ,169 ,54.6%,,-100.0%,440 ,358 ,-18.5%,1%,86%,,-100.0%,440 ,358 ,-18.5%,1%,18%,,
,,Vehicle imports,"22,938","22,226","23,343","22,377","23,336"," 25,976 ","23,018",,"20,900 ",(0),"23,631 ",-9%,"25,294 ",21%,"29,848 ",18%,"32,636 ",9%,0 ,"31,513 ",-3%,"35,483 ",12.6%,"32,641 ",-8.0%,"32,895",0.8%,"35,040",6.5%,"43,638 ",24.5%,"43,668 ",0.1%,,-100.0%,"11,026 ","12,050 ",9.3%,,-100.0%,"25,567 ","31,194 ",22.0%,32%,147%,,-100.0%,"25,567 ","31,194 ",22.0%,27%,156%,,
,,Vehicle balance," (22,437)"," (21,292)"," (22,624)"," (21,496)"," (22,183)"," (23,952)","-19,916",,"(18,232)",(0),"(22,009)",-8%,"(24,129)",32%,"(29,023)",20%,"(31,833)",10%,0 ,"(30,904)",-3%,"(35,015)",(0),"(32,166)",-8.1%,"(32,402)",0.7%,"(34,483)",6.4%,"(43,161)",25.2%,"(43,119)",-0.1%,,-100.0%,"(10,917)","(11,882)",8.8%,,-100.0%,"(25,128)","(30,835)",22.7%,50%,150%,,-100.0%,"(25,128)","(30,835)",22.7%,39%,176%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,619,871,826,"1,035","1,130"," 1,485 ","1,698",,"2,049 ",1 ,"2,312 ",56%,"2,139 ",4%,"1,893 ",-12%,"2,217 ",17%,0 ,"2,008 ",-9%,"2,285 ",13.8%,"2,051 ",-10.3%,"1,534",-25.2%,"1,449",-5.5%,"1,748 ",20.6%,"1,740 ",-0.5%,,-100.0%,465 ,478 ,2.9%,,-100.0%,"1,056 ","1,231 ",16.6%,3%,254%,,-100.0%,"1,056 ","1,231 ",16.6%,3%,100%,,
,,Parts imports,"10,587","10,411","9,961","10,818","12,341"," 14,338 ","14,676",,"13,417 ",0 ,"11,830 ",-17%,"11,876 ",-11%,"12,775 ",8%,"14,535 ",14%,0 ,"13,150 ",-10%,"13,498 ",2.6%,"13,745 ",1.8%,"15,494",12.7%,"16,448",6.2%,"15,377 ",-6.5%,"14,222 ",-7.5%,,-100.0%,"3,568 ","3,539 ",-0.8%,,-100.0%,"12,210 ","11,521 ",-5.6%,15%,140%,,-100.0%,"12,210 ","11,521 ",-5.6%,16%,102%,,
,,Parts balance," (9,968)"," (9,540)"," (9,135)"," (9,782)"," (11,211)"," (12,853)","-12,978",,"(11,368)",0 ,"(9,518)",-26%,"(9,737)",-14%,"(10,883)",12%,"(12,318)",13%,1 ,"(11,141)",-10%,"(11,213)",0 ,"(11,695)",4.3%,"(13,961)",19.4%,"(14,999)",7.4%,"(13,629)",-9.1%,"(12,482)",-8.4%,,-100.0%,"(3,103)","(3,061)",-1.4%,,-100.0%,"(11,154)","(10,290)",-7.7%,33%,129%,,-100.0%,"(11,154)","(10,290)",-7.7%,37%,103%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Total exports," 1,120 "," 1,806 "," 1,545 "," 1,917 "," 2,283 "," 3,509 ","4,800",,"4,717 ",1 ,"3,934 ",12%,"3,304 ",-30%,"2,717 ",-18%,"3,020 ",11%,0 ,"2,618 ",-13%,"2,753 ",(0),"2,525 ",-8.3%,"2,026 ",-19.8%,"2,006 ",-1.0%,"2,225 ",10.9%,"2,290 ",2.9%,,-100.0%,574 ,647 ,12.7%,,-100.0%,"1,495 ","1,590 ",6.3%,2%,167%,,-100.0%,"1,495 ","1,590 ",6.3%,2%,54%,,
,,Total imports," 33,525 "," 32,637 "," 33,304 "," 33,195 "," 35,677 "," 40,314 ","37,694",,"34,317 ",0 ,"35,461 ",-12%,"37,170 ",8%,"42,623 ",15%,"47,171 ",11%,0 ,"44,663 ",-5%,"48,981 ",0 ,"46,386 ",-5.3%,"48,389 ",4.3%,"51,488 ",6.4%,"59,015 ",14.6%,"57,890 ",-1.9%,,-100.0%,"14,594 ","15,589 ",6.8%,,-100.0%,"37,777 ","42,715 ",13.1%,25%,145%,,-100.0%,"37,777 ","42,715 ",13.1%,23%,135%,,
,,Total Balance," (32,405)"," (30,831)"," (31,759)"," (31,278)"," (33,394)"," (36,805)","-32,894",,"(29,600)",(0),"(31,527)",-14%,"(33,866)",14%,"(39,906)",18%,"(44,151)",11%,0 ,"(42,045)",-5%,"(46,228)",(0),"(43,861)",-5.1%,"(46,363)",5.7%,"(49,482)",6.7%,"(56,790)",14.8%,"(55,600)",-2.1%,,-100.0%,"(14,020)","(14,942)",6.6%,,-100.0%,"(36,282)","(41,125)",13.3%,45%,143%,,-100.0%,"(36,282)","(41,125)",13.3%,38%,148%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Vehicle exports,32,64,45,50,49, 73 ,82,,170 ,2 ,92 ,26%,7 ,-96%,16 ,127%,30 ,92%,0 ,35 ,15%,93 ,165.2%,87 ,-6.2%,54,-37.6%,118,117.6%,159 ,34.8%,383 ,140.4%,,-100.0%,61 ,100 ,64.2%,,-100.0%,80 ,111 ,37.9%,1%,48%,,-100.0%,80 ,111 ,37.9%,0%,51%,,
,,Vehicle imports,"1,593","1,120","1,071",740,735," 1,470 ","1,656",,"1,852 ",2 ,"1,904 ",30%,"1,696 ",-8%,"2,900 ",71%,"4,859 ",68%,0 ,"6,344 ",31%,"6,802 ",7.2%,"7,938 ",16.7%,"10,040",26.5%,"8,769",-12.7%,"8,671 ",-1.1%,"8,218 ",-5.2%,,-100.0%,"2,396 ","2,026 ",-15.5%,,-100.0%,"6,707 ","6,648 ",-0.9%,5%,434%,,-100.0%,"6,707 ","6,648 ",-0.9%,6%,429%,,
,,Vehicle balance," (1,562)"," (1,057)"," (1,026)", (690), (686)," (1,397)","-1,574",,"(1,682)",1 ,"(1,812)",30%,"(1,689)",0%,"(2,884)",71%,"(4,829)",67%,0 ,"(6,309)",31%,"(6,709)",2 ,"(7,851)",17.0%,"(9,986)",27.2%,"(8,650)",-13.4%,"(8,512)",-1.6%,"(7,835)",-8.0%,,-100.0%,"(2,335)","(1,926)",-17.6%,,-100.0%,"(6,626)","(6,537)",-1.3%,8%,457%,,-100.0%,"(6,626)","(6,537)",-1.3%,8%,467%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,159,204,356,376,453, 754 ,935,,942 ,2 ,661 ,-12%,364 ,-61%,597 ,64%,454 ,-24%,0 ,369 ,-19%,332 ,-10.1%,309 ,-6.9%,466,51.0%,562,20.5%,570 ,1.5%,593 ,4.0%,,-100.0%,114 ,109 ,-4.7%,,-100.0%,410 ,427 ,4.1%,1%,223%,,-100.0%,410 ,427 ,4.1%,1%,33%,,
,,Parts imports,681,684,576,647,658, 662 ,628,,606 ,(0),657 ,-1%,762 ,26%,919 ,21%,"1,082 ",18%,0 ,"1,122 ",4%,"1,383 ",23.2%,"1,546 ",11.8%,"1,866",20.7%,"2,709",45.2%,"3,736 ",37.9%,"3,931 ",5.2%,,-100.0%,925 ,"1,080 ",16.7%,,-100.0%,"1,879 ","2,829 ",50.6%,5%,158%,,-100.0%,"1,879 ","2,829 ",50.6%,4%,255%,,
,,Parts balance, (522), (481), (220), (270), (205), 92 ,307,,336 ,(2),4 ,-96%,(398),-218%,(322),-19%,(628),95%,0 ,(753),20%,"(1,051)",(0),"(1,238)",17.7%,"(1,400)",13.2%,"(2,148)",53.3%,"(3,166)",47.4%,"(3,338)",5.4%,,-100.0%,(811),(971),19.7%,,-100.0%,"(1,469)","(2,402)",63.6%,11%,131%,,-100.0%,"(1,469)","(2,402)",63.6%,9%,-368%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Total exports, 191 , 267 , 401 , 427 , 502 , 827 ,"1,017",,"1,112 ",2 ,753 ,-9%,371 ,-67%,613 ,65%,484 ,-21%,0 ,404 ,-17%,424 ,2 ,396 ,-6.8%,520 ,31.5%,680 ,30.6%,729 ,7.3%,976 ,33.8%,,-100.0%,175 ,209 ,19.3%,,-100.0%,490 ,538 ,9.6%,1%,181%,,-100.0%,490 ,538 ,9.6%,1%,36%,,
,,Total imports," 2,274 "," 1,804 "," 1,647 "," 1,387 "," 1,392 "," 2,132 ","2,284",,"2,458 ",1 ,"2,561 ",20%,"2,458 ",0%,"3,819 ",55%,"5,940 ",56%,0 ,"7,467 ",26%,"8,185 ",0 ,"9,485 ",15.9%,"11,907 ",25.5%,"11,478 ",-3.6%,"12,407 ",8.1%,"12,149 ",-2.1%,,-100.0%,"3,322 ","3,105 ",-6.5%,,-100.0%,"8,585 ","9,477 ",10.4%,5%,329%,,-100.0%,"8,585 ","9,477 ",10.4%,5%,386%,,
,,Total Balance," (2,084)"," (1,537)"," (1,246)", (960), (890)," (1,305)","-1,267",,"(1,346)",0 ,"(1,808)",39%,"(2,087)",55%,"(3,206)",54%,"(5,456)",70%,0 ,"(7,063)",29%,"(7,761)",1 ,"(9,089)",17.1%,"(11,386)",25.3%,"(10,798)",-5.2%,"(11,678)",8.1%,"(11,173)",-4.3%,,-100.0%,"(3,147)","(2,897)",-7.9%,,-100.0%,"(8,095)","(8,939)",10.4%,9%,355%,,-100.0%,"(8,095)","(8,939)",10.4%,8%,675%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,ASEAN(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Vehicle exports,,,,,, 55 ,109,,144 ,#DIV/0!,117 ,113%,61 ,-58%,59 ,-4%,99 ,69%,0 ,145 ,46%,133 ,-8.2%,80 ,-39.9%,105,30.9%,81,-23.2%,109 ,34.8%,333 ,206.8%,,-100.0%,47 ,155 ,232.5%,,-100.0%,64 ,72 ,13.2%,1%,#DIV/0!,,-100.0%,64 ,72 ,13.2%,0%,56%,,
,,Vehicle imports,,,,,, -   ,0,,0 ,#DIV/0!,0 ,#DIV/0!,0 ,#DIV/0!,0 ,#DIV/0!,0 ,7%,0 ,1 ,891%,1 ,-8.4%,4 ,443.5%,0,-98.6%,0,-28.2%,1 ,1292.4%,0 ,-13.1%,,-100.0%,0 ,0 ,-54.4%,,-100.0%,0 ,0 ,-10.3%,0%,#DIV/0!,,-100.0%,0 ,0 ,-10.3%,0%,#DIV/0!,,
,,Vehicle balance, -   , -   , -   , -   , -   , 55 ,109,,144 ,#DIV/0!,117 ,113%,61 ,-58%,59 ,-4%,99 ,69%,(0),145 ,46%,133 ,0 ,76 ,-42.6%,105 ,37.5%,81 ,-23.2%,108 ,34.1%,333 ,207.9%,,-100.0%,47 ,155 ,233.0%,,-100.0%,63 ,72 ,13.3%,-1%,#DIV/0!,,-100.0%,63 ,72 ,13.3%,0%,53%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,
,,Parts exports,158,193,214,254,336, 431 ,528,,602 ,1 ,623 ,45%,360 ,-40%,419 ,16%,402 ,-4%,0 ,309 ,-23%,343 ,10.9%,385 ,12.3%,381,-1.1%,433,13.6%,499 ,15.3%,568 ,13.8%,,-100.0%,132 ,146 ,10.2%,,-100.0%,312 ,363 ,16.3%,1%,208%,,-100.0%,312 ,363 ,16.3%,1%,64%,,
,,Parts imports,406,445,545,693,882," 1,163 ","1,144",,"1,267 ",1 ,"1,251 ",8%,"1,260 ",-1%,"1,462 ",16%,"1,535 ",5%,0 ,"1,444 ",-6%,"1,619 ",12.1%,"1,586 ",-2.1%,"1,747",10.2%,"1,860",6.5%,"2,264 ",21.7%,"2,820 ",24.5%,,-100.0%,709 ,736 ,3.8%,,-100.0%,"1,388 ","1,689 ",21.7%,3%,345%,,-100.0%,"1,388 ","1,689 ",21.7%,2%,125%,,
